,Road,Name,LRP,Offset,Chainage,LRP_2,Offset_2,Chainage_2,(Km),Heavy Truck,Medium Truck,Small Truck,Large Bus,Medium Bus,Micro Bus,Utility,Car,Auto Rickshaw,Motor Cycle,Bi-Cycle,Cycle Rickshaw,Cart,Motorized,Non Motorized,Total AADT,(AADT),type,identified_roads,base_road,condition,lat,lon
18371,,.,,,12.768,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6006,A,24.2661858858237,88.7572521287356
18372,,.,,,14.097,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6006,C,24.2553121117647,88.7614787352941
18373,,.,,,14.145,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6006,A,24.2548468243243,88.7613979
18374,,.,,,15.64,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6006,A,24.240984021875,88.75899828125
18375,,.,,,15.954,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6006,A,24.2386774485714,88.7578476342857
18376,,.,,,16.156,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6006,A,24.2374923473684,88.7570877631579
18377,,.,,,17.494,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6006,A,24.2281263160944,88.7547652817596
18378,,.,,,18.412,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6006,C,24.2258436939314,88.7633077944591
18379,,.,,,20.263,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6006,A,24.2216761895196,88.7806773030567
18380,,.,,,21.567,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6006,A,24.2159252444652,88.7920376893058
18381,,.,,,21.688,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6006,C,24.2151327713467,88.7926168489971
18382,,.,,,23.421,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6006,A,24.2095275665822,88.8072052248101
18383,,.,,,24.023,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6006,A,24.2059525329999,88.8113753109999
18384,,.,,,25.649,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6006,C,24.2007887164556,88.8267205451476
18385,,Changmari Bridgr,,,25.649,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6006,C,24.2007887164556,88.8267205451476
18386,Z6006-3,Bagha(int.with Z6019)-Lalpur(int.with Z6014),LRP026,934,26.971,LRP040,639,40.903,13.932,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,*  NS,road,"['Z6019', 'Z6014']",Z6006,,24.1955274,88.8369997
18387,,.,,,27.415,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6006,C,24.1944978892694,88.8403413936073
18388,,.,,,28.406,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6006,C,24.1949409043835,88.850468889863
18389,,.,,,30.002,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6006,A,24.1980400647181,88.8656376849686
18390,,.,,,32.677,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6006,A,24.1992422216152,88.8909101752969
18391,,.,,,33.265,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6006,B,24.1979001138169,88.896204842487
18392,,.,,,33.699,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6006,A,24.1966068930069,88.9004555314685
18393,,.,,,34.278,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6006,A,24.194878175,88.90573435
18394,,.,,,34.355,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6006,A,24.1948144833333,88.90641205
18395,,.,,,34.956,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6006,A,24.1938954294117,88.9106076838655
18396,,.,,,35.548,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6006,A,24.1913598744107,88.9174800905723
18397,,.,,,35.948,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6006,A,24.1905898384039,88.9214122852867
18398,,.,,,36.341,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6006,A,24.1883607923076,88.9253070461538
18399,,.,,,37.952,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6006,A,24.1845131873925,88.9398554553008
18400,,.,,,39.219,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6006,A,24.1828551331616,88.9505247516992
18401,,.,,,40.605,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6006,A,24.1777244738028,88.9623930569014
18402,Z6006-4,Lalpur(int.with Z6014)-Ishwardi (Int.with Z6022),LRP040,639,40.903,LRPE,0,53.362,12.459,8.0,182.0,181.0,39.0,30.0,124.0,36.0,96.0,2525.0,1760.0,2030.0,1148.0,5.0,4981.0,3183.0,8164.0,8164.0,road,"['Z6014', 'Z6022']",Z6006,,24.1773049,88.9651389
18403,,.,,,41.046,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6006,A,24.1769852867816,88.9662575051724
18404,,.,,,43.401,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6006,A,24.1709909865771,88.9884927885906
18405,,.,,,44.515,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6006,A,24.1697232185185,88.9993593607407
18406,,.,,,44.913,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6006,A,24.1691226211055,89.0032199477387
18407,,.,,,45.405,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6006,A,24.1676137967479,89.0114180235772
18408,,.,,,45.88,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6006,A,24.1666624467933,89.0146466022565
18409,,.,,,46.642,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6006,A,24.1642814593886,89.0190237165938
18410,,.,,,48.085,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6006,A,24.1552495750885,89.0294702101534
18411,,.,,,48.995,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6006,A,24.149297030662,89.0354434397212
18412,,.,,,49.757,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6006,A,24.144320946322,89.0405026188866
18413,,.,,,51.916,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6006,A,24.13364377851,89.0590775819484
18414,,.,,,52.192,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6006,A,24.1323693544412,89.0611645057306
18415,,.,,,52.228,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6006,A,24.1323341888888,89.0613533777777
18416,,.,,,53.129,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6006,A,24.1248537272727,89.0633847151515
18417,Z6010-1,Rajshahi-Int.with N603,LRPS,0,0.0,LRP005,890,4.89,4.890,0.0,35.0,75.0,4.0,3.0,4.0,10.0,7.0,1085.0,1167.0,1080.0,942.0,1.0,2390.0,2023.0,4413.0,4413.0,road,['N603'],Z6010,,24.3631944,88.6302771
18418,,.,,,1.5,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6010,A,24.3756104,88.6306938
18419,,.,,,2.22,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6010,A,24.3795492699604,88.6357236316205
18420,,.,,,2.82,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6010,A,24.382996873913,88.6401904869565
18421,,.,,,2.9,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6010,A,24.3833367714285,88.6407020428571
18422,,.,,,3.03,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6010,A,24.3840077451612,88.6418701467742
18423,,.,,,3.22,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6010,A,24.3854112114942,88.6429134505747
18424,,.,,,3.47,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6010,A,24.3869868192307,88.6450232153846
18425,,.,,,3.76,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6010,B,24.3890561413793,88.6463043034482
18426,,.,,,4.3,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6010,A,24.3934689578947,88.6481063894736
18427,Z6010-2,Int.with N603-Mohonganj,LRP005,890,4.89,LRP023,2845,24.645,19.755,0.0,35.0,75.0,4.0,3.0,4.0,10.0,7.0,1085.0,1167.0,1080.0,942.0,1.0,2390.0,2023.0,4413.0,4413.0,road,['N603'],Z6010,,24.3982219,88.6501389
18428,,.,,,5.88,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6010,A,24.40430551,88.65570002
18429,,.,,,6.38,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6010,A,24.4076423607142,88.6582792696428
18430,,.,,,6.74,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6010,A,24.4104330573726,88.6596171635388
18431,,.,,,7.48,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6010,A,24.4155788700879,88.6632565841642
18432,,.,,,9.19,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6010,A,24.4262628198895,88.6742451767955
18433,,.,,,10.5,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6010,A,24.4346097687344,88.6815820605459
18434,,.,,,11.19,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6010,A,24.4364757553719,88.6873478983471
18435,,.,,,11.78,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6010,A,24.4384400253521,88.6905254771126
18436,,.,,,12.34,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6010,A,24.4424145666666,88.6930262817204
18437,,Faliarbil Bridge,,,12.34,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6010,D,24.4424145666666,88.6930262817204
18438,,.,,,14.8,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6010,A,24.462190028,88.700314404
18439,,.,,,15.59,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6010,A,24.4673712603773,88.7034177037735
18440,,.,,,17.95,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6010,A,24.4851981225806,88.7138528175953
18441,,.,,,20.42,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6010,A,24.498739294,88.729364872
18442,,.,,,21.67,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6010,A,24.5066757293478,88.7372191021739
18443,,.,,,23.85,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6010,A,24.5243176595505,88.7439409629213
18444,Z6011-1,Walia (int.with Z6014)-Int.with N6,LRPS,0,0.0,LRP021,240,20.474,20.474,7.0,122.0,142.0,14.0,33.0,112.0,45.0,25.0,1570.0,2000.0,2305.0,1441.0,0.0,4070.0,3746.0,7816.0,7816.0,road,"['Z6014', 'N6']",Z6011,,24.2481108,89.0311104
18445,,.,,,2.27,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6011,A,24.2629002287878,89.0172626636363
18446,,.,,,3.42,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6011,A,24.2727383113207,89.0142238169811
18447,,Kadirabad Bridge.,,,3.42,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6011,A,24.2727383113207,89.0142238169811
18448,,.,,,7.05,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6011,A,24.3001250629482,89.0130912153386
18449,,.,,,9.29,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6011,A,24.317543417647,89.016209672549
18450,,.,,,14.02,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6011,A,24.3543015520262,88.9992743305585
18451,,.,,,16.01,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6011,A,24.3678811649831,88.9895983649831
18452,,.,,,17.38,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6011,A,24.3797591520231,88.9888113323699
18453,,.,,,18.69,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6011,C,24.3911563506134,88.9887576739263
18454,,.,,,20.28,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6011,A,24.4021156239316,88.985265825641
18455,Z6011-2,Int.with N6-Natore(Int.with N602),LRP021,240,20.474,LRP021,1520,21.76,1.286,0.0,121.0,75.0,12.0,18.0,40.0,39.0,27.0,724.0,983.0,1067.0,638.0,0.0,2039.0,1705.0,3744.0,3744.0,road,"['N6', 'N602']",Z6011,,24.4038889,88.9848052
18456,,.,,,21.13,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6011,A,24.409461622826,88.9859803032608
18457,,Himargiri Bridge,,,21.13,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6011,A,24.409461622826,88.9859803032608
18458,Z6014-1,Banpara-Walia(int.with Z6011),LRPS,0,0.0,LRP008,850,7.88,7.880,74.0,329.0,241.0,22.0,92.0,207.0,37.0,23.0,1272.0,1288.0,1148.0,969.0,0.0,3585.0,2117.0,5702.0,5702.0,road,['Z6011'],Z6014,,24.2903052,89.0813327
18459,,.,,,0.968,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6014,A,24.2887270196078,89.0721846274509
18460,,.,,,2.56,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6014,A,24.2797287225806,89.0638449806451
18461,,.,,,3.4,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6014,C,24.2762927785558,89.0577934785558
18462,,.,,,3.62,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6014,A,24.2746019616636,89.0567630649186
18463,,.,,,4.07,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6014,A,24.2709032,89.0546944230769
18464,,.,,,5.78,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6014,A,24.2572126320987,89.0470764629629
18465,,.,,,7.48,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6014,A,24.2481282306451,89.0345782919354
18466,,Oalia bazar Bridge.,,,7.48,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6014,C,24.2481282306451,89.0345782919354
18467,Z6014-2,Walia(int.with Z6011)-Lalpur(int.with Z6006),LRP008,850,7.88,LRPE,0,18.72,10.840,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,*  NS,road,"['Z6011', 'Z6006']",Z6014,,24.2480552,89.0311104
18468,,.,,,8.93,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6014,A,24.2419105544554,89.0229583742574
18469,,.,,,9.31,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6014,A,24.23979966,89.020166
18470,,.,,,9.77,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6014,A,24.2369394583333,89.0182308125
18471,,.,,,10.2,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6014,A,24.2339266782178,89.0141820524752
18472,,Bhuiyapara Bridge.,,,11.3,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6014,A,24.2247459534482,89.0111240413793
18473,,.,,,11.3,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6014,C,24.2247459534482,89.0111240413793
18474,,.,,,11.51,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6014,A,24.2228853172413,89.0111341068965
18475,,.,,,11.62,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6014,B,24.221922925,89.011159725
18476,,Ghoramara Bridge,,,11.62,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6014,C,24.221922925,89.011159725
18477,,.,,,12.496,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6014,A,24.2149954988,89.0077489904
18478,,.,,,13.69,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6014,A,24.205496970909,89.002021210909
18479,,.,,,13.73,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6014,A,24.2051555599999,89.00174444
18480,,.,,,14.43,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6014,A,24.2016369094674,88.996786785207
18481,Z6015-1,Ahamedpur-Int.with N507,LRPS,0,0.0,LRP009,785,9.715,9.715,1.0,100.0,125.0,0.0,43.0,29.0,17.0,11.0,585.0,621.0,566.0,546.0,0.0,1532.0,1112.0,2644.0,2644.0,road,['N507'],Z6015,,24.3443608,89.0705827
18482,,.,,,0.267,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6015,A,24.3444164878504,89.0732097731642
18483,,.,,,1.28,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6015,A,24.3456527828877,89.0830123839572
18484,,.,,,2.37,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6015,A,24.3460667972222,89.0934726388889
18485,,.,,,4.07,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6015,A,24.3421361813559,89.1090315355932
18486,,.,,,5.54,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6015,A,24.337565675,89.12156195
18487,Z6015-2,Int.with N507-Baraigram (Int.with Z6029),LRP010,735,9.715,LRP012,2174,13.07,3.355,0.0,26.0,147.0,0.0,0.0,24.0,12.0,23.0,732.0,965.0,1079.0,887.0,1.0,1929.0,1967.0,3896.0,3896.0,road,"['N507', 'Z6029']",Z6015,,24.3170827,89.1511667
18488,,.,,,11.4,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6015,A,24.3133153647058,89.1629460470588
18489,Z6015-3,Baraigram (Int.with Z6029)-Int.with N507,LRP012,2174,13.07,LRP015,1120,15.05,1.980,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,*  NS,road,"['Z6029', 'N507']",Z6015,,24.3125,89.1778327
18490,,.,,,13.9,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6015,A,24.3164141255813,89.1818272197674
18491,,.,,,14.628,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6015,A,24.3186444034188,89.1867197632478
18492,,.,,,14.681,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6015,A,24.3187807160968,89.1870972561253
18493,Z6015-4,Int.with N507-Naribari Mor (int.with Z5029),LRP015,1120,15.05,LRPE,0,23,7.950,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,*  NS,road,"['N507', 'Z5029']",Z6015,,24.3207216,89.1888052
18494,,.,,,15.54,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6015,A,24.3252957530997,89.1887349778975
18495,,.,,,16.75,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6015,C,24.3357320445544,89.1909548732673
18496,,.,,,18.26,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6015,A,24.3487574195804,89.1928304860139
18497,,.,,,18.64,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6015,A,24.3520202111888,89.1924466062937
18498,,.,,,19.68,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6015,A,24.3545732283166,89.18730227068
18499,,.,,,22.02,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6015,A,24.3644931,89.215773578
18500,Z6017-1,Chinakhora Biswa Road-Santhia,LRPS,0,0.0,LRP014,916,13.582,13.582,5.0,10.0,35.0,0.0,6.0,28.0,1.0,15.0,897.0,658.0,1153.0,1433.0,16.0,1655.0,2602.0,4257.0,4257.0,road,[],Z6017,,23.9618889,89.4956663
18501,,.,,,2.534,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6017,A,23.9810060145648,89.5015518239786
18502,,.,,,2.857,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6017,B,23.9836229185344,89.5027263939655
18503,,.,,,3.644,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6017,D,23.9893681422319,89.5057133142232
18504,,.,,,3.791,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6017,A,23.9904448126914,89.5063119612691
18505,,.,,,4.692,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6017,B,23.9995061511111,89.5092113044444
18506,,Khetpara Bridge,,,4.692,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6017,C,23.9995061511111,89.5092113044444
18507,,.,,,5.017,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6017,A,24.0004280444444,89.5102050507936
18508,,.,,,6.22,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6017,A,24.0107203051643,89.5132002849765
18509,,.,,,7.043,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6017,A,24.0134782656821,89.5191106233474
18510,,.,,,7.997,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6017,A,24.0169485041322,89.5274304661157
18511,,Satani Bridge,,,10.011,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6017,A,24.0251865905432,89.5410727911468
18512,,Satani char Bridge,,,10.011,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6017,A,24.0251865905432,89.5410727911468
18513,,.,,,10.818,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6017,C,24.0324231595317,89.5401260344481
18514,,.,,,11.915,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6017,C,24.0418700723076,89.5389370194872
18515,,Bandiram char bridge.,,,11.915,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6017,C,24.0418700723076,89.5389370194872
18516,,.,,,12.787,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6017,A,24.0491222407407,89.5401774867724
18517,Z6018-1,Sarda Bazar-Puthia,LRPS,0,0.0,LRP008,640,8.14,8.140,5.0,10.0,35.0,0.0,6.0,28.0,1.0,15.0,897.0,658.0,1153.0,1433.0,16.0,1655.0,2602.0,4257.0,4257.0,road,[],Z6018,,24.2978886,88.7401108
18518,,.,,,0.34,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6018,A,24.3006290957746,88.7412015774647
18519,,.,,,0.57,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6018,A,24.302685,88.7414168839999
18520,,.,,,2.11,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6018,A,24.3130802611111,88.7488144944444
18521,,.,,,3.03,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6018,A,24.3165884078947,88.7539049263157
18522,,.,,,3.48,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6018,B,24.3185173548387,88.7544121419354
18523,,.,,,3.57,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6018,A,24.3181585741935,88.7552831096774
18524,,.,,,5.08,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6018,A,24.31529431,88.76839237
18525,,.,,,5.18,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6018,B,24.3162941599999,88.76839932
18526,,.,,,5.52,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6018,B,24.3193197859154,88.7683377605633
18527,,.,,,5.75,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6018,A,24.3212080694779,88.7686824100401
18528,,.,,,6.18,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6018,A,24.3248971655172,88.7693687620689
18529,,.,,,6.73,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6018,A,24.3298529621951,88.769817454878
18530,,.,,,6.99,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6018,A,24.3320847772277,88.7702069965346
18531,,.,,,7.45,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6018,A,24.3352632844444,88.7726684955555
18532,Z6019-1,Puthia-Arani(Int.with Z6020),LRPS,0,0.0,LRP012,58,10.625,10.625,2.0,85.0,82.0,4.0,24.0,14.0,9.0,4.0,610.0,609.0,549.0,346.0,0.0,1443.0,895.0,2338.0,2338.0,road,['Z6020'],Z6019,,24.3720549,88.8392497
18533,,.,,,1.251,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6019,A,24.3617228694656,88.8362220912213
18534,,.,,,1.503,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6019,A,24.3599855619433,88.8349203125506
18535,,.,,,1.611,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6019,A,24.3590311144329,88.8345782742268
18536,,.,,,1.791,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6019,A,24.3575619804123,88.834294727835
18537,,.,,,1.907,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6019,A,24.3563603264705,88.8340053411764
18538,,.,,,2.247,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6019,A,24.3535208503649,88.8343400759124
18539,,.,,,2.512,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6019,A,24.3514522062043,88.8354953405109
18540,,.,,,2.884,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6019,C,24.3485873952772,88.8369174989733
18541,,.,,,3.278,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6019,A,24.3452219,88.8378886
18542,,.,,,3.413,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6019,A,24.3440190023255,88.8379731918604
18543,,.,,,3.491,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6019,A,24.3433639837209,88.8380739569767
18544,,.,,,5.106,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6019,A,24.33303264,88.847094688
18545,,.,,,6.768,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6019,C,24.3191013632287,88.8508656069506
18546,,.,,,7.777,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6019,A,24.312015528,88.8567422
18547,,Trimohoni Bridge,,,7.777,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6019,A,24.312015528,88.8567422
18548,,Puthia-Arani-Bagha Arani Bridge,,,10.399,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6019,B,24.2892290245833,88.8571449904166
18549,,.,,,10.399,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6019,B,24.2892290245833,88.8571449904166
18550,Z6019-2,Arani(Int.with Z6020)-Bagha,LRP012,58,10.625,LRPE,0,21.545,10.920,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,*  NS,road,['Z6020'],Z6019,,24.2881663,88.8586667
18551,,.,,,12.572,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6019,C,24.2717876192419,88.8574331370262
18552,,.,,,12.732,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6019,A,24.2704529953352,88.8571609970845
18553,,.,,,12.903,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6019,A,24.2689505716981,88.856846426415
18554,,.,,,13.328,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6019,A,24.2651301173708,88.855873641784
18555,,.,,,16.518,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6019,C,24.2376668228712,88.8505837074257
18556,,.,,,16.919,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6019,C,24.2341666467181,88.8497946779922
18557,,.,,,17.043,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6019,A,24.2330827,88.8495552
18558,,.,,,18.13,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6019,D,24.2243883415512,88.8451348934903
18559,,.,,,18.62,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6019,A,24.220193253271,88.844144559813
18560,,.,,,19.547,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6019,C,24.212399878545,88.8416343649815
18561,,.,,,19.946,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6019,D,24.2091413672583,88.840089833136
18562,,.,,,20.252,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6019,D,24.2066262381147,88.8391302721311
18563,Z6020-1,Arani-Bagatipara,LRPS,0,0.0,LRP010a,478,9.69,9.690,4.0,61.0,110.0,21.0,20.0,21.0,16.0,16.0,541.0,579.0,579.0,214.0,6.0,1389.0,799.0,2188.0,2188.0,road,[],Z6020,,24.2880552,88.8587222
18564,,.,,,1.366,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6020,B,24.2903746375,88.8706611149999
18565,,.,,,2.532,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6020,D,24.2926386,88.8813311241025
18566,,.,,,3.385,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6020,D,24.293984110606,88.8894693484848
18567,,.,,,5.886,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6020,A,24.2977241745454,88.9129749972727
18568,,.,,,6.463,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6020,A,24.299096865,88.9183008649999
18569,Z6021-1,Chatmohor-Int.with Z6031,LRPS,0,0.0,LRP003,1016,3.288,3.288,0.0,42.0,140.0,0.0,0.0,1.0,0.0,1.0,430.0,331.0,562.0,495.0,0.0,945.0,1057.0,2002.0,2002.0,road,['Z6031'],Z6021,,24.212,89.2763049
