,Road,Name,LRP,Offset,Chainage,LRP_2,Offset_2,Chainage_2,(Km),Heavy Truck,Medium Truck,Small Truck,Large Bus,Medium Bus,Micro Bus,Utility,Car,Auto Rickshaw,Motor Cycle,Bi-Cycle,Cycle Rickshaw,Cart,Motorized,Non Motorized,Total AADT,(AADT),type,identified_roads,base_road,condition,lat,lon
8090,,.,,,1.707,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,A,24.3881948601052,88.6078604817894
8091,,.,,,1.87,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,A,24.3896104378947,88.6078795442105
8092,,.,,,2.365,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,A,24.3939564174168,88.6076862968688
8093,,.,,,2.915,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,A,24.3992398602941,88.6073043514705
8094,R685-2,Aam Chattar(Int.with N603)-Mohonpur (Int.with Z6851),LRP004a,0,3.995,LRP021,365,21.42,17.425,11.0,532.0,409.0,399.0,404.0,490.0,289.0,337.0,4118.0,2702.0,2750.0,1802.0,0.0,9691.0,4552.0,14243.0,14243.0,road,"['N603', 'Z6851']",R685,,24.4085556,88.60875
8095,,.,,,4.061,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,B,24.4090626765957,88.6088572851063
8096,,.,,,4.933,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,C,24.4167025096525,88.6105570478764
8097,,.,,,5.195,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,C,24.4188421937269,88.6106111
8098,,.,,,5.825,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,C,24.4244852347068,88.6106111
8099,,.,,,6.694,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,B,24.4323204415807,88.6106792285223
8100,,.,,,7.69,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,C,24.4410475540925,88.6119449124555
8101,,.,,,9.073,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,A,24.4529428133105,88.6137989331058
8102,,Nawhata Bridge,,,9.638,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,A,24.4574621265082,88.6132299773308
8103,,Nawhata Bridge,,,9.638,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,A,24.4574621265082,88.6132299773308
8104,,.,,,10.788,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,A,24.4674275524,88.6123136954
8105,,.,,,11.192,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,A,24.4707139364077,88.6114191900485
8106,,.,,,12.16,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,A,24.487195297807,88.610663289035
8107,,.,,,12.938,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,A,24.4898530924662,88.6113040383822
8108,,.,,,13.415,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,A,24.4913451454401,88.611944981126
8109,,.,,,14.015,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,B,24.4954915796482,88.6126664854271
8110,,.,,,14.669,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,A,24.5007860441578,88.61402816783
8111,,.,,,15.263,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,A,24.503383796923,88.6172549723076
8112,,.,,,16.049,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,A,24.5060177103225,88.6253527503225
8113,,.,,,16.795,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,A,24.5096793686747,88.6315297084337
8114,,.,,,17.386,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,A,24.5133791587412,88.6357011125874
8115,,.,,,18.072,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,A,24.5188655364963,88.638679939416
8116,,.,,,18.459,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,A,24.52195573125,88.639979696875
8117,,.,,,19.419,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,A,24.5301222677725,88.6430637478673
8118,,.,,,19.768,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,A,24.5329807733524,88.6441502415472
8119,,.,,,20.277,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,A,24.5372617935817,88.6461377196687
8120,,.,,,20.989,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,A,24.5436491252873,88.6473253816091
8121,R685-3,"Mohonpur (Int.with Z6851)-Mohonpur, Sahipara(Int.with Z6853)",LRP021,365,21.42,LRP024,1000,24.12,2.700,11.0,532.0,409.0,399.0,404.0,490.0,289.0,337.0,4118.0,2702.0,2750.0,1802.0,0.0,9691.0,4552.0,14243.0,14243.0,road,"['Z6851', 'Z6853']",R685,,24.5472497,88.646833
8122,,.,,,21.773,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,A,24.5493654207874,88.6468639083464
8123,,.,,,22.058,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,A,24.5512593,88.6469194555555
8124,,.,,,23.033,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,A,24.5609288124,88.6502591156
8125,R685-4,"Mohonpur, Sahipara(Int.with Z6853)-Manda (Int.with Z6852)",LRP024,1000,24.12,LRP049,210,48.535,24.415,6.0,454.0,276.0,257.0,203.0,169.0,279.0,150.0,1066.0,1104.0,296.0,214.0,0.0,3964.0,510.0,4474.0,4474.0,road,"['Z6853', 'Z6852']",R685,,24.5661667,88.6518333
8126,,.,,,24.19,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,A,24.5669140643216,88.6519261291457
8127,,.,,,24.684,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,B,24.5732543099029,88.6521999349514
8128,,.,,,25.647,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,C,24.58408218943,88.6526741250777
8129,,.,,,26.132,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,C,24.5881991789889,88.6533106236966
8130,,.,,,26.4,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,A,24.5904689654028,88.6538280796208
8131,,Kashorhat Bridge,,,26.4,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,C,24.5904689654028,88.6538280796208
8132,,.,,,27.282,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,A,24.5983670569288,88.655305868352
8133,,.,,,28.204,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,C,24.606378562,88.6576955944
8134,,.,,,29.682,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,A,24.6190768185997,88.6602988675026
8135,,.,,,30.379,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,B,24.624987427534,88.6625655055975
8136,,.,,,30.998,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,B,24.6295841942029,88.6653439502415
8137,,.,,,31.479,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,B,24.6333407388059,88.6673569156716
8138,,Sabaihat Bridge,,,32.238,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,A,24.640475799238,88.6681431674285
8139,,.,,,32.238,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,A,24.640475799238,88.6681431674285
8140,,.,,,32.896,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,A,24.6453873006546,88.6663759505728
8141,,.,,,33.884,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,A,24.6538047076637,88.6638327562422
8142,,Jhajoir Bridge,,,33.884,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,C,24.6538047076637,88.6638327562422
8143,,.,,,34.391,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,A,24.6575194927125,88.6640992026315
8144,,.,,,34.713,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,A,24.6602353736842,88.6653304289473
8145,,.,,,35.212,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,B,24.6647953303703,88.6681178407407
8146,,.,,,36.225,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,A,24.6731402685446,88.672455356338
8147,,.,,,36.741,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,B,24.6771643902347,88.6735186070422
8148,,.,,,37.472,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,A,24.6831431413513,88.6749518954054
8149,,.,,,37.993,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,B,24.6877395782758,88.6758193534482
8150,,.,,,38.806,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,C,24.6951042795244,88.6758138525759
8151,,.,,,39.585,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,A,24.7021997710433,88.6757524213364
8152,,.,,,42.663,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,A,24.7283119611764,88.6827102781818
8153,,.,,,43.983,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,B,24.7402471107462,88.6833922602985
8154,,.,,,45.275,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,A,24.75176391875,88.685230159375
8155,,.,,,45.557,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,A,24.7539398229166,88.6859781447916
8156,,.,,,46.93,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,A,24.7646314175609,88.6924041521951
8157,,.,,,47.041,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,A,24.7655097145365,88.692975699317
8158,,.,,,47.97,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,A,24.7724612671562,88.6979752241655
8159,,Manda Bridge,,,48.127,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,A,24.7736083104138,88.6988952777036
8160,,Manda Bridge,,,48.127,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,A,24.7736083104138,88.6988952777036
8161,R685-5,Manda (Int.with Z6852)-Chowmasia(int.with R545),LRP049,210,48.535,LRPE,0,66.42,17.885,6.0,454.0,276.0,257.0,203.0,169.0,279.0,150.0,1066.0,1104.0,296.0,214.0,0.0,3964.0,510.0,4474.0,4474.0,road,"['Z6852', 'R545']",R685,,24.7757216,88.7018333
8162,,.,,,49.094,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,A,24.7775941511879,88.7070163334773
8163,,.,,,49.541,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,A,24.7796274881355,88.7106818734463
8164,,.,,,50.122,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,A,24.7831007666666,88.7147948473684
8165,,0,,,51.0,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,C,24.7877769359447,88.7216691153609
8166,,.,,,51.461,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,B,24.7899916495495,88.7255414833333
8167,,Satihat Bridge,,,53.717,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,A,24.8009975879187,88.7442293964467
8168,,.,,,53.717,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,A,24.8009975879187,88.7442293964467
8169,,Bardopur Bridge,,,56.929,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,A,24.815349050773,88.7712972926683
8170,,.,,,56.929,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,A,24.815349050773,88.7712972926683
8171,,.,,,59.874,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,A,24.8296797855276,88.795709582412
8172,,.,,,60.089,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,A,24.830736181005,88.7974262331658
8173,,Bolihar Bridge,,,61.297,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,A,24.8367450261075,88.8072739466772
8174,,.,,,61.297,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,A,24.8367450261075,88.8072739466772
8175,,.,,,61.99,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,A,24.8401625088607,88.8130393810126
8176,,.,,,62.476,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,A,24.8425376555956,88.8168906407942
8177,,.,,,64.008,,,,,,,,,,,,,,,,,,,,,,bridge,,R685,C,24.8513657187999,88.8286755907999
8178,R710-1,Ahaladipur-Rajbari (Int.with Z7102),LRPS,0,0.0,LRP011,155,11.045,11.045,9.0,374.0,176.0,84.0,201.0,168.0,31.0,174.0,1222.0,865.0,247.0,417.0,0.0,3304.0,664.0,3968.0,3968.0,road,['Z7102'],R710,,23.6841386,89.6986941
8179,,.,,,0.493,,,,,,,,,,,,,,,,,,,,,,bridge,,R710,C,23.6876584022088,89.6959441895582
8180,,.,,,1.602,,,,,,,,,,,,,,,,,,,,,,bridge,,R710,B,23.69459825131,89.6881325890829
8181,,.,,,2.707,,,,,,,,,,,,,,,,,,,,,,bridge,,R710,B,23.7018263766891,89.6810070469594
8182,,.,,,4.187,,,,,,,,,,,,,,,,,,,,,,bridge,,R710,A,23.7092179576923,89.6691927
8183,,.,,,4.793,,,,,,,,,,,,,,,,,,,,,,bridge,,R710,A,23.7122656390522,89.6643534150326
8184,,.,,,6.891,,,,,,,,,,,,,,,,,,,,,,bridge,,R710,A,23.7280113296517,89.6574863500497
8185,,.,,,10.976,,,,,,,,,,,,,,,,,,,,,,bridge,,R710,A,23.7493482341935,89.6378486148387
8186,R710-2,Rajbari (Int.with Z7102)-Bagmara (int.with R711),LRP011,155,11.045,LRP014,375,14.175,3.130,9.0,374.0,176.0,84.0,201.0,168.0,31.0,174.0,1222.0,865.0,247.0,417.0,0.0,3304.0,664.0,3968.0,3968.0,road,"['Z7102', 'R711']",R710,,23.7494719,89.6377497
8187,,.,,,13.438,,,,,,,,,,,,,,,,,,,,,,bridge,,R710,A,23.7551385361408,89.6150956875957
8188,,.,,,14.053,,,,,,,,,,,,,,,,,,,,,,bridge,,R710,B,23.7541699817679,89.609117808011
8189,R710-3,Bagmara (int.with R711)-Tottipur(int.with R712),LRP014,375,14.175,LRP042,740,42.51,28.335,9.0,374.0,176.0,84.0,201.0,168.0,31.0,174.0,1222.0,865.0,247.0,417.0,0.0,3304.0,664.0,3968.0,3968.0,road,"['R711', 'R712']",R710,,23.7540278,89.6078889
8190,,.,,,14.525,,,,,,,,,,,,,,,,,,,,,,bridge,,R710,C,23.7545722319999,89.604731116
8191,,.,,,15.826,,,,,,,,,,,,,,,,,,,,,,bridge,,R710,C,23.7546389,89.59190522
8192,,.,,,17.075,,,,,,,,,,,,,,,,,,,,,,bridge,,R710,B,23.7544512158536,89.5797889451219
8193,,.,,,19.111,,,,,,,,,,,,,,,,,,,,,,bridge,,R710,A,23.7546363152061,89.5607380180412
8194,,.,,,19.987,,,,,,,,,,,,,,,,,,,,,,bridge,,R710,B,23.755943627037,89.5523558637037
8195,,.,,,21.524,,,,,,,,,,,,,,,,,,,,,,bridge,,R710,A,23.7564250064197,89.5373704375308
8196,,.,,,21.701,,,,,,,,,,,,,,,,,,,,,,bridge,,R710,B,23.756612476875,89.535712140625
8197,,.,,,23.146,,,,,,,,,,,,,,,,,,,,,,bridge,,R710,A,23.7597948394736,89.5220626596491
8198,,.,,,23.526,,,,,,,,,,,,,,,,,,,,,,bridge,,R710,A,23.7597427763779,89.5183870952755
8199,,Chandana Bridge,,,25.201,,,,,,,,,,,,,,,,,,,,,,bridge,,R710,A,23.7593806024647,89.5022250612676
8200,,Chandrana Bridge.,,,25.201,,,,,,,,,,,,,,,,,,,,,,bridge,,R710,A,23.7593806024647,89.5022250612676
8201,,.,,,28.125,,,,,,,,,,,,,,,,,,,,,,bridge,,R710,A,23.7506896629557,89.4798806740885
8202,,.,,,28.763,,,,,,,,,,,,,,,,,,,,,,bridge,,R710,B,23.7517251894736,89.4742353509473
8203,,.,,,29.532,,,,,,,,,,,,,,,,,,,,,,bridge,,R710,A,23.7535465052631,89.4668382185263
8204,,.,,,30.153,,,,,,,,,,,,,,,,,,,,,,bridge,,R710,A,23.7553911015517,89.4611760996551
8205,,.,,,31.597,,,,,,,,,,,,,,,,,,,,,,bridge,,R710,A,23.7601327057142,89.4484211242857
8206,,.,,,33.574,,,,,,,,,,,,,,,,,,,,,,bridge,,R710,A,23.7738503449504,89.435874320396
8207,,.,,,34.288,,,,,,,,,,,,,,,,,,,,,,bridge,,R710,A,23.7771519854166,89.4307378848958
8208,,.,,,35.456,,,,,,,,,,,,,,,,,,,,,,bridge,,R710,B,23.7789809,89.4198625856
8209,,.,,,36.79,,,,,,,,,,,,,,,,,,,,,,bridge,,R710,B,23.7814233938775,89.4070782367346
8210,,.,,,37.151,,,,,,,,,,,,,,,,,,,,,,bridge,,R710,A,23.7822117648,89.403483788
8211,,.,,,37.984,,,,,,,,,,,,,,,,,,,,,,bridge,,R710,A,23.7839843263157,89.3956378131578
8212,,.,,,40.205,,,,,,,,,,,,,,,,,,,,,,bridge,,R710,A,23.7898169360902,89.3755156052631
8213,R710-4,Tottipur(int.with R712)-Khoksha(Int.with Z7105),LRP042,740,42.51,LRP047,850,47.65,5.140,11.0,597.0,594.0,223.0,206.0,159.0,125.0,139.0,1627.0,1447.0,944.0,787.0,0.0,5128.0,1731.0,6859.0,6859.0,road,"['R712', 'Z7105']",R710,,23.7912219,89.3506111
8214,,.,,,43.356,,,,,,,,,,,,,,,,,,,,,,bridge,,R710,B,23.7903697862,89.3458883334
8215,,.,,,45.336,,,,,,,,,,,,,,,,,,,,,,bridge,,R710,A,23.7939808706766,89.3281007809523
8216,R710-5,Khoksha(Int.with Z7105)-Charaikhal(Int.with R713),LRP047,850,47.65,LRP063,520,63.55,15.900,11.0,597.0,594.0,223.0,206.0,159.0,125.0,139.0,1627.0,1447.0,944.0,787.0,0.0,5128.0,1731.0,6859.0,6859.0,road,"['Z7105', 'R713']",R710,,23.801,89.3091389
8217,,.,,,47.986,,,,,,,,,,,,,,,,,,,,,,bridge,,R710,B,23.8007943159139,89.3058509578494
8218,,.,,,49.219,,,,,,,,,,,,,,,,,,,,,,bridge,,R710,A,23.8006158230434,89.293517947826
8219,,.,,,49.549,,,,,,,,,,,,,,,,,,,,,,bridge,,R710,A,23.8009080882608,89.2902896869565
8220,,.,,,50.032,,,,,,,,,,,,,,,,,,,,,,bridge,,R710,A,23.8027221803278,89.2862405360655
8221,,.,,,51.274,,,,,,,,,,,,,,,,,,,,,,bridge,,R710,A,23.810899222909,89.2779948798181
8222,,.,,,52.417,,,,,,,,,,,,,,,,,,,,,,bridge,,R710,C,23.8182239171328,89.2707597244755
8223,,.Sluice gate.,,,52.911,,,,,,,,,,,,,,,,,,,,,,bridge,,R710,C,23.8209527873239,89.2674882161971
8224,,.,,,53.342,,,,,,,,,,,,,,,,,,,,,,bridge,,R710,A,23.8224501204597,89.2635760744827
8225,,.,,,55.976,,,,,,,,,,,,,,,,,,,,,,bridge,,R710,B,23.8432935763265,89.2579510197959
8226,,.,,,57.027,,,,,,,,,,,,,,,,,,,,,,bridge,,R710,A,23.8524459900763,89.2556183517557
8227,,.,,,58.162,,,,,,,,,,,,,,,,,,,,,,bridge,,R710,A,23.8605940724137,89.2495514020689
8228,,.,,,60.495,,,,,,,,,,,,,,,,,,,,,,bridge,,R710,A,23.8682646837545,89.2287490324909
8229,,.,,,61.57,,,,,,,,,,,,,,,,,,,,,,bridge,,R710,A,23.8709075869565,89.218897373913
8230,,.,,,62.502,,,,,,,,,,,,,,,,,,,,,,bridge,,R710,A,23.8741241685714,89.2104983861904
8231,,.,,,63.467,,,,,,,,,,,,,,,,,,,,,,bridge,,R710,A,23.8778467692307,89.202213831923
8232,R710-6,Charaikhal(Int.with R713)-Kushtia (Chourhash)int.with N704,LRP063,520,63.55,LRPE,0,73.11,9.560,11.0,597.0,594.0,223.0,206.0,159.0,125.0,139.0,1627.0,1447.0,944.0,787.0,0.0,5128.0,1731.0,6859.0,6859.0,road,"['R713', 'N704']",R710,,23.878166,89.2015
8233,,Mir Mosharraf Hosain Bridge,,,65.214,,,,,,,,,,,,,,,,,,,,,,bridge,,R710,D,23.884650178969,89.1869667249484
8234,,.,,,66.467,,,,,,,,,,,,,,,,,,,,,,bridge,,R710,A,23.885899681081,89.1745511496216
8235,,.,,,69.603,,,,,,,,,,,,,,,,,,,,,,bridge,,R710,A,23.8884610913861,89.144184620198
8236,,.,,,69.696,,,,,,,,,,,,,,,,,,,,,,bridge,,R710,A,23.8885173609901,89.1432766087128
8237,,.,,,70.24,,,,,,,,,,,,,,,,,,,,,,bridge,,R710,B,23.8888530403805,89.138014605074
8238,R711-1,Bagmara(Int.with R710)-Joukura Ferryghat,LRPS,0,0.0,LRPS,6480,6.48,6.480,32.0,906.0,949.0,58.0,72.0,57.0,53.0,53.0,1034.0,515.0,245.0,516.0,0.0,3729.0,761.0,4490.0,4490.0,road,['R710'],R711,,23.7541111,89.6078611
8239,,.,,,0.857,,,,,,,,,,,,,,,,,,,,,,bridge,,R711,D,23.7613575111111,89.6052987295138
8240,,.,,,2.714,,,,,,,,,,,,,,,,,,,,,,bridge,,R711,B,23.7769897912524,89.5992296733598
8241,,.,,,3.295,,,,,,,,,,,,,,,,,,,,,,bridge,,R711,A,23.7810608808917,89.5958008952229
8242,R712-1,Tottipur-Machpara,LRPS,0,0.0,LRP001,1965,2.22,2.220,4.0,42.0,78.0,5.0,5.0,8.0,7.0,90.0,967.0,747.0,735.0,580.0,0.0,1953.0,1315.0,3268.0,3268.0,road,[],R712,,23.8048333,89.3579444
8243,,.,,,1.033,,,,,,,,,,,,,,,,,,,,,,bridge,,R712,A,23.801314076923,89.3567222
8244,,.,,,1.204,,,,,,,,,,,,,,,,,,,,,,bridge,,R712,C,23.7997730528301,89.3561948490566
8245,R713-1,Alauddin Ali more(int.with R710)-Shelaidah,LRPS,0,0.0,LRP004,1435,5.435,5.435,0.0,41.0,63.0,0.0,0.0,0.0,0.0,0.0,879.0,829.0,555.0,553.0,0.0,1812.0,1108.0,2920.0,2920.0,road,['R710'],R713,,23.8782216,89.2014167
8246,,.,,,0.583,,,,,,,,,,,,,,,,,,,,,,bridge,,R713,C,23.8831176009779,89.2033194547677
8247,,.,,,1.418,,,,,,,,,,,,,,,,,,,,,,bridge,,R713,A,23.8879836901601,89.2074991956521
8248,,,,,1.418,,,,,,,,,,,,,,,,,,,,,,bridge,,R713,C,23.8879836901601,89.2074991956521
8249,,Kutibari Bridge,,,2.304,,,,,,,,,,,,,,,,,,,,,,bridge,,R713,A,23.8958084190476,89.2075126990476
8250,,.,,,2.304,,,,,,,,,,,,,,,,,,,,,,bridge,,R713,B,23.8958084190476,89.2075126990476
8251,R720-1,Magura (int.with N7)-Narail(int.with N806),LRPS,0,0.0,LRP046,1005,47.01,47.010,0.0,50.0,33.0,15.0,80.0,81.0,53.0,43.0,707.0,582.0,710.0,741.0,0.0,1644.0,1451.0,3095.0,3095.0,road,"['N7', 'N806']",R720,,23.487833,89.4283604
8252,,.,,,2.435,,,,,,,,,,,,,,,,,,,,,,bridge,,R720,A,23.4753704438202,89.4440951404494
8253,,.,,,2.595,,,,,,,,,,,,,,,,,,,,,,bridge,,R720,C,23.47423718125,89.4451298625
8254,,.,,,2.726,,,,,,,,,,,,,,,,,,,,,,bridge,,R720,A,23.4732915536585,89.445986600813
8255,,.,,,3.079,,,,,,,,,,,,,,,,,,,,,,bridge,,R720,A,23.4707779583333,89.4490246404762
8256,,.,,,3.522,,,,,,,,,,,,,,,,,,,,,,bridge,,R720,A,23.4684735902439,89.4522289560975
8257,,.,,,3.883,,,,,,,,,,,,,,,,,,,,,,bridge,,R720,C,23.4665356711864,89.4550641142372
8258,,.,,,4.175,,,,,,,,,,,,,,,,,,,,,,bridge,,R720,A,23.4649238650306,89.4570746012269
8259,,.,,,5.216,,,,,,,,,,,,,,,,,,,,,,bridge,,R720,A,23.4576145875647,89.4633291873575
8260,,.,,,7.031,,,,,,,,,,,,,,,,,,,,,,bridge,,R720,A,23.4467131506896,89.4766755896551
8261,,.,,,8.836,,,,,,,,,,,,,,,,,,,,,,bridge,,R720,A,23.4390756837499,89.4858489583928
8262,,.,,,9.665,,,,,,,,,,,,,,,,,,,,,,bridge,,R720,A,23.4323570450207,89.4878619975103
8263,,.,,,10.162,,,,,,,,,,,,,,,,,,,,,,bridge,,R720,A,23.428070549763,89.4889196379146
8264,,.,,,10.895,,,,,,,,,,,,,,,,,,,,,,bridge,,R720,A,23.4220322627906,89.4890248604651
8265,,.,,,12.304,,,,,,,,,,,,,,,,,,,,,,bridge,,R720,C,23.4111035650485,89.4916374980582
8266,,.,,,12.507,,,,,,,,,,,,,,,,,,,,,,bridge,,R720,A,23.4096543034285,89.493120932
8267,,.,,,15.095,,,,,,,,,,,,,,,,,,,,,,bridge,,R720,A,23.3898431261954,89.5016875056133
8268,,.,,,16.314,,,,,,,,,,,,,,,,,,,,,,bridge,,R720,A,23.3797437536312,89.5043625167597
8269,,.,,,16.709,,,,,,,,,,,,,,,,,,,,,,bridge,,R720,C,23.3762788454545,89.5053788027272
8270,,.,,,16.918,,,,,,,,,,,,,,,,,,,,,,bridge,,R720,A,23.3745436614035,89.5068318929824
8271,,.,,,17.63,,,,,,,,,,,,,,,,,,,,,,bridge,,R720,A,23.3687386739005,89.5080830986615
8272,,.,,,19.865,,,,,,,,,,,,,,,,,,,,,,bridge,,R720,A,23.351207366187,89.5141098719424
8273,,.,,,21.486,,,,,,,,,,,,,,,,,,,,,,bridge,,R720,A,23.3455236592233,89.503327653398
8274,,.,,,22.422,,,,,,,,,,,,,,,,,,,,,,bridge,,R720,A,23.3401234165,89.4977998742
8275,,.,,,22.637,,,,,,,,,,,,,,,,,,,,,,bridge,,R720,A,23.3390160972809,89.4967076558912
8276,,.,,,23.616,,,,,,,,,,,,,,,,,,,,,,bridge,,R720,A,23.3335429872549,89.4937005113725
8277,,.,,,24.817,,,,,,,,,,,,,,,,,,,,,,bridge,,R720,A,23.3246740242424,89.4949260257575
8278,,.,,,25.229,,,,,,,,,,,,,,,,,,,,,,bridge,,R720,A,23.3214479337313,89.4948261895522
8279,,.,,,25.58,,,,,,,,,,,,,,,,,,,,,,bridge,,R720,A,23.3195692648974,89.4926648156815
8280,,.,,,26.567,,,,,,,,,,,,,,,,,,,,,,bridge,,R720,A,23.3154036620253,89.4852893772151
8281,,.,,,27.664,,,,,,,,,,,,,,,,,,,,,,bridge,,R720,A,23.3095819623762,89.480231690594
8282,,.,,,27.835,,,,,,,,,,,,,,,,,,,,,,bridge,,R720,A,23.3081315894907,89.4799966431202
8283,,.,,,30.249,,,,,,,,,,,,,,,,,,,,,,bridge,,R720,A,23.2887515745519,89.476806785663
8284,,.,,,33.06,,,,,,,,,,,,,,,,,,,,,,bridge,,R720,A,23.2738796602941,89.4901387345588
8285,,.,,,33.173,,,,,,,,,,,,,,,,,,,,,,bridge,,R720,A,23.2732050060718,89.4909607063197
8286,,.,,,35.014,,,,,,,,,,,,,,,,,,,,,,bridge,,R720,A,23.2623314517241,89.5035100275862
8287,,.,,,35.507,,,,,,,,,,,,,,,,,,,,,,bridge,,R720,C,23.2610382737704,89.5082943655737
8288,,.,,,35.816,,,,,,,,,,,,,,,,,,,,,,bridge,,R720,C,23.2601695140522,89.5112404683006
8289,,.,,,37.717,,,,,,,,,,,,,,,,,,,,,,bridge,,R720,C,23.2459187435504,89.5185310593869
8290,,.,,,38.586,,,,,,,,,,,,,,,,,,,,,,bridge,,R720,A,23.2382521820472,89.5175286971653
8291,,.,,,40.108,,,,,,,,,,,,,,,,,,,,,,bridge,,R720,A,23.2259141799382,89.5147258919753
8292,,.,,,41.36,,,,,,,,,,,,,,,,,,,,,,bridge,,R720,A,23.2165784784313,89.5086170960784
8293,,.,,,43.568,,,,,,,,,,,,,,,,,,,,,,bridge,,R720,A,23.1982778983783,89.5131049237837
8294,,Gurakhali Bridge,,,43.568,,,,,,,,,,,,,,,,,,,,,,bridge,,R720,C,23.1982778983783,89.5131049237837
8295,,.,,,44.314,,,,,,,,,,,,,,,,,,,,,,bridge,,R720,A,23.1913817726055,89.5091691790937
8296,,.,,,45.775,,,,,,,,,,,,,,,,,,,,,,bridge,,R720,C,23.1832026203601,89.5049067450138
8297,,.,,,46.434,,,,,,,,,,,,,,,,,,,,,,bridge,,R720,C,23.1782350945283,89.5019619284905
