Road,Name,LRP,Offset,Chainage,LRP_2,Offset_2,Chainage_2,(Km),Heavy Truck,Medium Truck,Small Truck,Large Bus,Medium Bus,Micro Bus,Utility,Car,Auto Rickshaw,Motor Cycle,Bi-Cycle,Cycle Rickshaw,Cart,Motorized,Non Motorized,Total AADT,(AADT),type,identified_roads,base_road,condition,lat,lon,Type,Connected_Road1,Connected_Road2,Connected_Road3
,.,,,55.553,,,,,,,,,,,,,,,,,,,,,,bridge,,R547,A,25.1169370849431,88.5698096681818,Bridge,,,
,.,,,55.938,,,,,,,,,,,,,,,,,,,,,,bridge,,R547,A,25.1157958737967,88.5663284877005,Bridge,,,
,.,,,56.047,,,,,,,,,,,,,,,,,,,,,,bridge,,R547,A,25.1154639483957,88.5652438502673,Bridge,,,
,.,,,57.21,,,,,,,,,,,,,,,,,,,,,,bridge,,R547,C,25.111486132,88.55446607,Bridge,,,
,.,,,58.264,,,,,,,,,,,,,,,,,,,,,,bridge,,R547,A,25.1063595342857,88.54539172,Bridge,,,
,.,,,59.296,,,,,,,,,,,,,,,,,,,,,,bridge,,R547,C,25.1017103794117,88.5368038073529,Bridge,,,
,.,,,59.553,,,,,,,,,,,,,,,,,,,,,,bridge,,R547,C,25.1005687631399,88.5346556525597,Bridge,,,
,.,,,60.906,,,,,,,,,,,,,,,,,,,,,,bridge,,R547,C,25.0885829848648,88.5319298421621,Bridge,,,
,.,,,62.027,,,,,,,,,,,,,,,,,,,,,,bridge,,R547,B,25.0787253180281,88.5305487887323,Bridge,,,
,.,,,62.818,,,,,,,,,,,,,,,,,,,,,,bridge,,R547,C,25.0719642233632,88.5314460275994,Bridge,,,
,.,,,63.716,,,,,,,,,,,,,,,,,,,,,,bridge,,R547,B,25.0636907840877,88.531137366941,Bridge,,,
,.,,,64.612,,,,,,,,,,,,,,,,,,,,,,bridge,,R547,C,25.0558906340146,88.5301961017518,Bridge,,,
,.,,,65.928,,,,,,,,,,,,,,,,,,,,,,bridge,,R547,B,25.0438720092146,88.5305424117277,Bridge,,,
,.,,,67.357,,,,,,,,,,,,,,,,,,,,,,bridge,,R547,B,25.0312202594724,88.5298897153477,Bridge,,,
R547-5,Saraigachhi (Int.with Z5456)-Adda Bazar(int.with Z6812),LRP068,695.0,68.945,LRP088,420.0,88.77,19.825,0.0,381.0,396.0,62.0,239.0,132.0,41.0,46.0,333.0,1155.0,612.0,413.0,0.0,2785.0,1025.0,3810.0,3810.0,road,"['Z5456', 'Z6812']",R547,,25.0174438,88.5282216,Intersection,Z5456,Z6812,
,.,,,69.139,,,,,,,,,,,,,,,,,,,,,,bridge,,R547,A,25.0157556766666,88.5275389786666,Bridge,,,
,.,,,69.949,,,,,,,,,,,,,,,,,,,,,,bridge,,R547,A,25.0094009109375,88.52379741875,Bridge,,,
,.,,,71.417,,,,,,,,,,,,,,,,,,,,,,bridge,,R547,A,24.9980478707182,88.5165553872928,Bridge,,,
,.,,,72.443,,,,,,,,,,,,,,,,,,,,,,bridge,,R547,A,24.9896695440585,88.5114834853747,Bridge,,,
,.,,,75.64,,,,,,,,,,,,,,,,,,,,,,bridge,,R547,A,24.9650360611785,88.4989505705372,Bridge,,,
,.,,,77.043,,,,,,,,,,,,,,,,,,,,,,bridge,,R547,A,24.9541990566666,88.4912922766666,Bridge,,,
,.,,,77.598,,,,,,,,,,,,,,,,,,,,,,bridge,,R547,A,24.9512044933691,88.4883060849462,Bridge,,,
,.,,,78.331,,,,,,,,,,,,,,,,,,,,,,bridge,,R547,A,24.9444899730639,88.4851905461279,Bridge,,,
,.,,,79.071,,,,,,,,,,,,,,,,,,,,,,bridge,,R547,A,24.9384113062761,88.4825901732217,Bridge,,,
,.,,,79.734,,,,,,,,,,,,,,,,,,,,,,bridge,,R547,A,24.9324786139065,88.4808987259023,Bridge,,,
,.,,,80.432,,,,,,,,,,,,,,,,,,,,,,bridge,,R547,A,24.9258157926097,88.478572304388,Bridge,,,
,.,,,80.773,,,,,,,,,,,,,,,,,,,,,,bridge,,R547,A,24.9211958203488,88.4771332331395,Bridge,,,
,.,,,81.205,,,,,,,,,,,,,,,,,,,,,,bridge,,R547,A,24.9202081470852,88.4760085291479,Bridge,,,
,.,,,82.381,,,,,,,,,,,,,,,,,,,,,,bridge,,R547,A,24.9101435586797,88.4727097799511,Bridge,,,
,.,,,83.586,,,,,,,,,,,,,,,,,,,,,,bridge,,R547,A,24.9002955070351,88.4678561693467,Bridge,,,
,.,,,83.954,,,,,,,,,,,,,,,,,,,,,,bridge,,R547,A,24.897499962814,88.465883033417,Bridge,,,
,.,,,84.886,,,,,,,,,,,,,,,,,,,,,,bridge,,R547,A,24.8906448424642,88.4607288911991,Bridge,,,
,.,,,86.73,,,,,,,,,,,,,,,,,,,,,,bridge,,R547,A,24.8761545983269,88.4518597095238,Bridge,,,
,.,,,87.883,,,,,,,,,,,,,,,,,,,,,,bridge,,R547,A,24.8661257616797,88.4468345839895,Bridge,,,
R547-6,Adda Bazar(int.with Z6812)-Rohonpur(int.with Z6802),LRP088,420.0,88.77,LRP100,585.0,100.985,12.215,0.0,381.0,396.0,62.0,239.0,132.0,41.0,46.0,333.0,1155.0,612.0,413.0,0.0,2785.0,1025.0,3810.0,3810.0,road,"['Z6812', 'Z6802']",R547,,24.8595,88.4438052,Intersection,Z6812,Z6802,
,.,,,89.584,,,,,,,,,,,,,,,,,,,,,,bridge,,R547,A,24.8593136512027,88.435809284536,Bridge,,,
,.,,,89.805,,,,,,,,,,,,,,,,,,,,,,bridge,,R547,A,24.8588917386597,88.4336046386597,Bridge,,,
,.,,,90.213,,,,,,,,,,,,,,,,,,,,,,bridge,,R547,A,24.858169031746,88.429946,Bridge,,,
,.,,,90.505,,,,,,,,,,,,,,,,,,,,,,bridge,,R547,B,24.8570228754386,88.4274311175438,Bridge,,,
,.,,,91.775,,,,,,,,,,,,,,,,,,,,,,bridge,,R547,A,24.8520204946517,88.4160728659204,Bridge,,,
,.,,,92.231,,,,,,,,,,,,,,,,,,,,,,bridge,,R547,B,24.8503238244813,88.412258739419,Bridge,,,
,.,,,92.776,,,,,,,,,,,,,,,,,,,,,,bridge,,R547,B,24.8485920578266,88.4073089741267,Bridge,,,
,.,,,93.31,,,,,,,,,,,,,,,,,,,,,,bridge,,R547,A,24.8461358650711,88.4027419270375,Bridge,,,
,.,,,93.418,,,,,,,,,,,,,,,,,,,,,,bridge,,R547,A,24.8456533992,88.401810695,Bridge,,,
,.,,,93.558,,,,,,,,,,,,,,,,,,,,,,bridge,,R547,A,24.8451206152,88.400554545,Bridge,,,
,.,,,95.543,,,,,,,,,,,,,,,,,,,,,,bridge,,R547,A,24.8394997,88.3820536080071,Bridge,,,
,.,,,96.294,,,,,,,,,,,,,,,,,,,,,,bridge,,R547,A,24.8384653803738,88.3746849364486,Bridge,,,
,.,,,96.594,,,,,,,,,,,,,,,,,,,,,,bridge,,R547,A,24.8373559712,88.3717966716,Bridge,,,
,.,,,97.392,,,,,,,,,,,,,,,,,,,,,,bridge,,R547,A,24.8341888901785,88.364598203125,Bridge,,,
,.,,,97.529,,,,,,,,,,,,,,,,,,,,,,bridge,,R547,C,24.8338320174107,88.3637147671875,Bridge,,,
,.,,,98.522,,,,,,,,,,,,,,,,,,,,,,bridge,,R547,A,24.8303671529411,88.3545956934256,Bridge,,,
,.,,,99.601,,,,,,,,,,,,,,,,,,,,,,bridge,,R547,A,24.8265849513059,88.3443174574627,Bridge,,,
,.,,,99.901,,,,,,,,,,,,,,,,,,,,,,bridge,,R547,A,24.825403365485,88.3417676813432,Bridge,,,
R548-1,Naogaon (Kathaltala More)int.with R545-Atrai(int.with Z5469),LRPS,0.0,0.0,LRP027,980.0,28.08,28.08,0.0,84.0,102.0,2.0,11.0,36.0,39.0,13.0,1573.0,1086.0,733.0,352.0,0.0,2946.0,1085.0,4031.0,4031.0,road,"['R545', 'Z5469']",R548,,24.8037778,88.9618056,Intersection,R545,Z5469,
,.,,,1.46,,,,,,,,,,,,,,,,,,,,,,bridge,,R548,A,24.7914569215053,88.9587622462365,Bridge,,,
,.,,,1.901,,,,,,,,,,,,,,,,,,,,,,bridge,,R548,C,24.7878298772209,88.958143076082,Bridge,,,
,.,,,3.686,,,,,,,,,,,,,,,,,,,,,,bridge,,R548,A,24.7721974483333,88.95796896,Bridge,,,
,.,,,3.918,,,,,,,,,,,,,,,,,,,,,,bridge,,R548,A,24.7701925172222,88.95784368,Bridge,,,
,.,,,4.904,,,,,,,,,,,,,,,,,,,,,,bridge,,R548,A,24.7629525126999,88.9612095787394,Bridge,,,
,Elsha Bari Bridge,,,5.224,,,,,,,,,,,,,,,,,,,,,,bridge,,R548,D,24.7604955842519,88.962,Bridge,,,
,.,,,5.492,,,,,,,,,,,,,,,,,,,,,,bridge,,R548,C,24.758203385,88.9627876214285,Bridge,,,
,.,,,5.669,,,,,,,,,,,,,,,,,,,,,,bridge,,R548,C,24.7567108325,88.9628666392857,Bridge,,,
,.,,,6.631,,,,,,,,,,,,,,,,,,,,,,bridge,,R548,C,24.7485984042582,88.962408637912,Bridge,,,
,.,,,6.756,,,,,,,,,,,,,,,,,,,,,,bridge,,R548,C,24.7475442662087,88.9622798604395,Bridge,,,
,.,,,6.969,,,,,,,,,,,,,,,,,,,,,,bridge,,R548,A,24.7456550375,88.9620498083333,Bridge,,,
,.,,,7.098,,,,,,,,,,,,,,,,,,,,,,bridge,,R548,C,24.7445187897574,88.9619414800539,Bridge,,,
,.,,,7.47,,,,,,,,,,,,,,,,,,,,,,bridge,,R548,C,24.7413182129353,88.9608537756219,Bridge,,,
,.,,,8.083,,,,,,,,,,,,,,,,,,,,,,bridge,,R548,C,24.7367764941504,88.9579455667131,Bridge,,,
,.,,,8.786,,,,,,,,,,,,,,,,,,,,,,bridge,,R548,A,24.7338936066852,88.9524789094707,Bridge,,,
,Sluice Gate,,,14.11,,,,,,,,,,,,,,,,,,,,,,bridge,,R548,A,24.7078706961538,88.9209267076923,Bridge,,,
,Sluice Gate,,,21.238,,,,,,,,,,,,,,,,,,,,,,bridge,,R548,A,24.6545111114285,88.9430532157142,Bridge,,,
,Sluice Gate,,,27.668,,,,,,,,,,,,,,,,,,,,,,bridge,,R548,A,24.6140014503225,88.9734482858064,Bridge,,,
,Atrai Bridge,,,27.8,,,,,,,,,,,,,,,,,,,,,,bridge,,R548,A,24.6133958625,88.9743708875,Bridge,,,
,Atrai Bridge,,,27.8,,,,,,,,,,,,,,,,,,,,,,bridge,,R548,C,24.6133958625,88.9743708875,Bridge,,,
R548-2,Atrai(int.with Z5469)-Int.with Z5210,LRP027,980.0,28.08,LRP027,12885.0,39.985,11.905,0.0,84.0,102.0,2.0,11.0,36.0,39.0,13.0,1573.0,1086.0,733.0,352.0,0.0,2946.0,1085.0,4031.0,4031.0,road,"['Z5469', 'Z5210']",R548,,24.6113889,88.9744438,Intersection,Z5469,Z5210,
,Naldanga Bridge.,,,37.807,,,,,,,,,,,,,,,,,,,,,,bridge,,R548,A,24.5238583774289,88.9606379701046,Bridge,,,
,.,,,38.188,,,,,,,,,,,,,,,,,,,,,,bridge,,R548,A,24.5204671492447,88.9604484314199,Bridge,,,
R548-3,Int.with Z5210-Baidyanath More (Int.with N6)Natore,LRP027,12885.0,39.985,LRPE,0.0,53.321,13.336,0.0,84.0,102.0,2.0,11.0,36.0,39.0,13.0,1573.0,1086.0,733.0,352.0,0.0,2946.0,1085.0,4031.0,4031.0,road,"['Z5210', 'N6']",R548,,24.5043333,88.9588333,Intersection,Z5210,N6,
,.,,,41.687,,,,,,,,,,,,,,,,,,,,,,bridge,,R548,A,24.4935269737,88.9526819026,Bridge,,,
,Naldanga Bridge,,,42.171,,,,,,,,,,,,,,,,,,,,,,bridge,,R548,A,24.4901927461,88.9519693578,Bridge,,,
,.,,,42.909,,,,,,,,,,,,,,,,,,,,,,bridge,,R548,A,24.4842578096,88.9515863758,Bridge,,,
,.,,,43.163,,,,,,,,,,,,,,,,,,,,,,bridge,,R548,B,24.4821410752,88.9515158146,Bridge,,,
,Trimohani Bridge,,,45.123,,,,,,,,,,,,,,,,,,,,,,bridge,,R548,B,24.470629393296,88.9591714486033,Bridge,,,
,.,,,46.302,,,,,,,,,,,,,,,,,,,,,,bridge,,R548,B,24.463579168595,88.9596264586776,Bridge,,,
,.,,,46.653,,,,,,,,,,,,,,,,,,,,,,bridge,,R548,A,24.4606358058,88.9591152407,Bridge,,,
,.,,,47.626,,,,,,,,,,,,,,,,,,,,,,bridge,,R548,A,24.453042328103,88.9574654142857,Bridge,,,
,.,,,49.111,,,,,,,,,,,,,,,,,,,,,,bridge,,R548,B,24.4405703168141,88.9581137218289,Bridge,,,
,Trimohoni Bridge,,,49.487,,,,,,,,,,,,,,,,,,,,,,bridge,,R548,B,24.4372428190769,88.9580627912307,Bridge,,,
,.,,,49.866,,,,,,,,,,,,,,,,,,,,,,bridge,,R548,A,24.4341492461538,88.9586944384615,Bridge,,,
,.,,,50.73,,,,,,,,,,,,,,,,,,,,,,bridge,,R548,B,24.4271792196721,88.9585741918032,Bridge,,,
R549-1,Badalgachhi (int.with R547)-Joypurhat (Khanjanpur) Int.with R545,LRPS,0.0,0.0,LRP019,1065.0,20.29,20.29,1.0,64.0,94.0,0.0,96.0,14.0,2.0,5.0,711.0,446.0,632.0,399.0,0.0,1433.0,1031.0,2464.0,2464.0,road,"['R547', 'R545']",R549,,24.9651111,88.9039167,Intersection,R547,R545,
,Badalgachi Baily Bridge,,,0.452,,,,,,,,,,,,,,,,,,,,,,bridge,,R549,C,24.9681037790287,88.9053025339956,Bridge,,,
,.,,,1.601,,,,,,,,,,,,,,,,,,,,,,bridge,,R549,B,24.9722568162011,88.9131285086592,Bridge,,,
,.,,,2.158,,,,,,,,,,,,,,,,,,,,,,bridge,,R549,C,24.9754332736842,88.9173171098245,Bridge,,,
,.,,,3.056,,,,,,,,,,,,,,,,,,,,,,bridge,,R549,C,24.9797290987878,88.9249047430303,Bridge,,,
,.,,,3.855,,,,,,,,,,,,,,,,,,,,,,bridge,,R549,C,24.9851612034653,88.9301639392326,Bridge,,,
,.,,,4.26,,,,,,,,,,,,,,,,,,,,,,bridge,,R549,A,24.9876065253164,88.932844270886,Bridge,,,
,.,,,4.519,,,,,,,,,,,,,,,,,,,,,,bridge,,R549,B,24.9885708403846,88.9351509665384,Bridge,,,
,.,,,5.328,,,,,,,,,,,,,,,,,,,,,,bridge,,R549,C,24.993948548387,88.940874408387,Bridge,,,
,.,,,5.82,,,,,,,,,,,,,,,,,,,,,,bridge,,R549,A,24.9981773759036,88.9409719,Bridge,,,
,.,,,6.11,,,,,,,,,,,,,,,,,,,,,,bridge,,R549,D,25.0006611666666,88.9417485568627,Bridge,,,
,.,,,7.0,,,,,,,,,,,,,,,,,,,,,,bridge,,R549,D,25.0082160444444,88.9434811666666,Bridge,,,
,.,,,7.211,,,,,,,,,,,,,,,,,,,,,,bridge,,R549,D,25.009807182,88.9442035185,Bridge,,,
,.,,,7.317,,,,,,,,,,,,,,,,,,,,,,bridge,,R549,A,25.0103959627118,88.9448490203389,Bridge,,,
,.,,,7.93,,,,,,,,,,,,,,,,,,,,,,bridge,,R549,C,25.0147755876106,88.9479140876106,Bridge,,,
,.,,,8.4,,,,,,,,,,,,,,,,,,,,,,bridge,,R549,D,25.0183964669546,88.9501364252699,Bridge,,,
,.,,,8.821,,,,,,,,,,,,,,,,,,,,,,bridge,,R549,D,25.0217042990566,88.9518874698113,Bridge,,,
,.,,,9.265,,,,,,,,,,,,,,,,,,,,,,bridge,,R549,D,25.0216986656934,88.9564637284671,Bridge,,,
,.,,,9.863,,,,,,,,,,,,,,,,,,,,,,bridge,,R549,C,25.0240404559999,88.961208868,Bridge,,,
,.,,,11.957,,,,,,,,,,,,,,,,,,,,,,bridge,,R549,D,25.0382032524324,88.9732178291892,Bridge,,,
,.,,,12.153,,,,,,,,,,,,,,,,,,,,,,bridge,,R549,C,25.0394853288343,88.974747491411,Bridge,,,
,.,,,12.602,,,,,,,,,,,,,,,,,,,,,,bridge,,R549,C,25.0427909958333,88.9772127346491,Bridge,,,
,.,,,12.798,,,,,,,,,,,,,,,,,,,,,,bridge,,R549,D,25.0442101229591,88.9783196290816,Bridge,,,
,.,,,13.812,,,,,,,,,,,,,,,,,,,,,,bridge,,R549,C,25.05205468,88.9816906550943,Bridge,,,
,.,,,13.927,,,,,,,,,,,,,,,,,,,,,,bridge,,R549,C,25.0529784133333,88.981916,Bridge,,,
,.,,,14.096,,,,,,,,,,,,,,,,,,,,,,bridge,,R549,A,25.0545714085714,88.9816858228571,Bridge,,,
,.,,,14.454,,,,,,,,,,,,,,,,,,,,,,bridge,,R549,C,25.057668738,88.9815643,Bridge,,,
,.,,,15.314,,,,,,,,,,,,,,,,,,,,,,bridge,,R549,A,25.0650555666666,88.9812159733333,Bridge,,,
,.,,,15.98,,,,,,,,,,,,,,,,,,,,,,bridge,,R549,C,25.0703698026548,88.9846808203539,Bridge,,,
,.,,,18.683,,,,,,,,,,,,,,,,,,,,,,bridge,,R549,D,25.0933138076923,88.9944291538461,Bridge,,,
,.,,,19.169,,,,,,,,,,,,,,,,,,,,,,bridge,,R549,C,25.0964279510934,88.9966565290258,Bridge,,,
R550-1,Mokamtala(int.with N5)-Amtoli(Int.with Z5507),LRPS,0.0,0.0,LRP004,1446.0,5.476,5.476,9.0,775.0,916.0,146.0,174.0,219.0,206.0,228.0,983.0,1114.0,605.0,787.0,0.0,4770.0,1392.0,6162.0,6162.0,road,"['N5', 'Z5507']",R550,,25.017166,89.3688882,Intersection,N5,Z5507,
,.,,,0.22,,,,,,,,,,,,,,,,,,,,,,bridge,,R550,D,25.018166,89.3673604,Bridge,,,
,.,,,0.823,,,,,,,,,,,,,,,,,,,,,,bridge,,R550,C,25.0193321877193,89.3613334771929,Bridge,,,
,.,,,1.976,,,,,,,,,,,,,,,,,,,,,,bridge,,R550,C,25.02161042,89.349972,Bridge,,,
,.,,,3.125,,,,,,,,,,,,,,,,,,,,,,bridge,,R550,B,25.0238327,89.3391941,Bridge,,,
,,,,5.056,,,,,,,,,,,,,,,,,,,,,,bridge,,R550,C,25.0233011933333,89.3202641133333,Bridge,,,
R550-2,Amtoli(Int.with Z5507)-Kalai(Int.with Z5509),LRP004,1446.0,5.476,LRP024,20.0,24.06,18.584,9.0,775.0,916.0,146.0,174.0,219.0,206.0,228.0,983.0,1114.0,605.0,787.0,0.0,4770.0,1392.0,6162.0,6162.0,road,"['Z5507', 'Z5509']",R550,,25.0229438,89.3161667,Intersection,Z5507,Z5509,
,.,,,6.352,,,,,,,,,,,,,,,,,,,,,,bridge,,R550,C,25.0237826970588,89.3076939770588,Bridge,,,
,.,,,6.938,,,,,,,,,,,,,,,,,,,,,,bridge,,R550,C,25.0264533942372,89.3027142406779,Bridge,,,
,.,,,7.857,,,,,,,,,,,,,,,,,,,,,,bridge,,R550,C,25.030748224186,89.2948880033721,Bridge,,,
,.,,,8.319,,,,,,,,,,,,,,,,,,,,,,bridge,,R550,C,25.032902686875,89.2909542265624,Bridge,,,
,.,,,9.125,,,,,,,,,,,,,,,,,,,,,,bridge,,R550,C,25.03508673,89.2835457466666,Bridge,,,
,,,,9.529,,,,,,,,,,,,,,,,,,,,,,bridge,,R550,A,25.03570233975,89.27963408975,Bridge,,,
,.,,,10.091,,,,,,,,,,,,,,,,,,,,,,bridge,,R550,D,25.036556361,89.274212661,Bridge,,,
,.,,,10.402,,,,,,,,,,,,,,,,,,,,,,bridge,,R550,C,25.0370625241379,89.2710667551724,Bridge,,,
,.,,,10.935,,,,,,,,,,,,,,,,,,,,,,bridge,,R550,C,25.0379047933962,89.2658547792452,Bridge,,,
,.,,,11.316,,,,,,,,,,,,,,,,,,,,,,bridge,,R550,C,25.03849912125,89.262225361875,Bridge,,,
,.,,,12.198,,,,,,,,,,,,,,,,,,,,,,bridge,,R550,C,25.0400312715789,89.253619048421,Bridge,,,
,.,,,12.597,,,,,,,,,,,,,,,,,,,,,,bridge,,R550,C,25.0411302543902,89.2498988553658,Bridge,,,
,.,,,12.971,,,,,,,,,,,,,,,,,,,,,,bridge,,R550,C,25.0420696854054,89.2463188794594,Bridge,,,
,.,,,13.224,,,,,,,,,,,,,,,,,,,,,,bridge,,R550,C,25.0427905781818,89.2439012127272,Bridge,,,
,.,,,13.485,,,,,,,,,,,,,,,,,,,,,,bridge,,R550,C,25.0434302137931,89.2415624103448,Bridge,,,
,.,,,14.12,,,,,,,,,,,,,,,,,,,,,,bridge,,R550,C,25.0451770076923,89.2355488384615,Bridge,,,
,.,,,15.503,,,,,,,,,,,,,,,,,,,,,,bridge,,R550,C,25.0489271116981,89.2224353092452,Bridge,,,
,.,,,16.193,,,,,,,,,,,,,,,,,,,,,,bridge,,R550,C,25.050786134,89.2159116343333,Bridge,,,
,.,,,16.591,,,,,,,,,,,,,,,,,,,,,,bridge,,R550,C,25.05186729575,89.21213287375,Bridge,,,
,.,,,17.102,,,,,,,,,,,,,,,,,,,,,,bridge,,R550,D,25.0532277938461,89.2073816276923,Bridge,,,
,.,,,17.651,,,,,,,,,,,,,,,,,,,,,,bridge,,R550,C,25.054727990909,89.2021742818181,Bridge,,,
,.,,,18.149,,,,,,,,,,,,,,,,,,,,,,bridge,,R550,D,25.0560839457999,89.1974890656,Bridge,,,
,.,,,18.766,,,,,,,,,,,,,,,,,,,,,,bridge,,R550,C,25.0577944076363,89.1916235250909,Bridge,,,
,.,,,20.171,,,,,,,,,,,,,,,,,,,,,,bridge,,R550,D,25.061558318,89.178307141,Bridge,,,
,.,,,21.641,,,,,,,,,,,,,,,,,,,,,,bridge,,R550,D,25.06548404625,89.16449531625,Bridge,,,
,.,,,22.818,,,,,,,,,,,,,,,,,,,,,,bridge,,R550,D,25.0672621654117,89.1529978,Bridge,,,
,.,,,23.631,,,,,,,,,,,,,,,,,,,,,,bridge,,R550,D,25.06788109375,89.1617082658928,Bridge,,,
R550-3,Kalai(Int.with Z5509)-Bottali(Int.with Z5501),LRP024,20.0,24.06,LRP028,580.0,28.63,4.57,9.0,775.0,916.0,146.0,174.0,219.0,206.0,228.0,983.0,1114.0,605.0,787.0,0.0,4770.0,1392.0,6162.0,6162.0,road,"['Z5509', 'Z5501']",R550,,25.0683604,89.1409719,Intersection,Z5509,Z5501,
,.,,,27.281,,,,,,,,,,,,,,,,,,,,,,bridge,,R550,D,25.06799756375,89.1091007084375,Bridge,,,
,.,,,27.94,,,,,,,,,,,,,,,,,,,,,,bridge,,R550,D,25.0671390358208,89.102675,Bridge,,,
R550-4,Bottali(Int.with Z5501)-Hitchmi Bazar(Int.with Z5504),LRP028,580.0,28.63,LRP032,250.0,32.22,3.59,9.0,775.0,916.0,146.0,174.0,219.0,206.0,228.0,983.0,1114.0,605.0,787.0,0.0,4770.0,1392.0,6162.0,6162.0,road,"['Z5501', 'Z5504']",R550,,25.067166,89.0958886,Intersection,Z5501,Z5504,
,.,,,28.702,,,,,,,,,,,,,,,,,,,,,,bridge,,R550,D,25.06762851,89.0953885599999,Bridge,,,
,,,,28.826,,,,,,,,,,,,,,,,,,,,,,bridge,,R550,D,25.06844379,89.09457742,Bridge,,,
,.,,,28.826,,,,,,,,,,,,,,,,,,,,,,bridge,,R550,D,25.06844379,89.09457742,Bridge,,,
,.,,,29.638,,,,,,,,,,,,,,,,,,,,,,bridge,,R550,B,25.0743699571428,89.0900713697142,Bridge,,,
,.,,,30.987,,,,,,,,,,,,,,,,,,,,,,bridge,,R550,D,25.082139569,89.079831815,Bridge,,,
,.,,,32.082,,,,,,,,,,,,,,,,,,,,,,bridge,,R550,B,25.0871126266666,89.0704918866666,Bridge,,,
R550-5,Hitchmi Bazar(Int.with Z5504)-Pachur more (int.with R545 & Z5503),LRP032,250.0,32.22,LRP036,900.0,36.84,4.62,9.0,775.0,916.0,146.0,174.0,219.0,206.0,228.0,983.0,1114.0,605.0,787.0,0.0,4770.0,1392.0,6162.0,6162.0,road,"['Z5504', 'R545', 'Z5503']",R550,,25.0876663,89.0691938,Intersection,Z5504,R545,Z5503
,.,,,32.902,,,,,,,,,,,,,,,,,,,,,,bridge,,R550,B,25.0894869742857,89.0627729028571,Bridge,,,
,.,,,33.56,,,,,,,,,,,,,,,,,,,,,,bridge,,R550,B,25.0910278476923,89.0565854923076,Bridge,,,
,.,,,34.308,,,,,,,,,,,,,,,,,,,,,,bridge,,R550,B,25.09298574,89.0494775,Bridge,,,
R555-1,Palashbari(int.with N5)-Shaplamill (Int.with Z5558),LRPS,0.0,0.0,LRP016,1126.0,16.9,16.9,21.0,314.0,273.0,425.0,241.0,190.0,190.0,160.0,1381.0,2238.0,2071.0,2302.0,0.0,5433.0,4373.0,9806.0,9806.0,road,"['N5', 'Z5558']",R555,,25.2815549,89.3533333,Intersection,N5,Z5558,
,.,,,4.22,,,,,,,,,,,,,,,,,,,,,,bridge,,R555,B,25.2930508101123,89.392279047191,Bridge,,,
,.,,,4.653,,,,,,,,,,,,,,,,,,,,,,bridge,,R555,A,25.2937325668,89.3963342004,Bridge,,,
,.,,,4.942,,,,,,,,,,,,,,,,,,,,,,bridge,,R555,A,25.2946972111111,89.3989595111111,Bridge,,,
,.,,,5.749,,,,,,,,,,,,,,,,,,,,,,bridge,,R555,A,25.2944270296137,89.4068808905579,Bridge,,,
,.,,,7.035,,,,,,,,,,,,,,,,,,,,,,bridge,,R555,B,25.3005339666666,89.4174715777777,Bridge,,,
,.,,,8.376,,,,,,,,,,,,,,,,,,,,,,bridge,,R555,C,25.3027745059288,89.4304799762845,Bridge,,,
,.,,,8.768,,,,,,,,,,,,,,,,,,,,,,bridge,,R555,A,25.3034187775,89.434302405,Bridge,,,
,Sloka Steel Bridge,,,8.768,,,,,,,,,,,,,,,,,,,,,,bridge,,R555,D,25.3034187775,89.434302405,Bridge,,,
,.,,,9.975,,,,,,,,,,,,,,,,,,,,,,bridge,,R555,A,25.305369031472,89.4461038484771,Bridge,,,
,.,,,11.261,,,,,,,,,,,,,,,,,,,,,,bridge,,R555,B,25.3075582878048,89.4586433365853,Bridge,,,
,.,,,13.779,,,,,,,,,,,,,,,,,,,,,,bridge,,R555,B,25.3150671182539,89.4824714190476,Bridge,,,
,.,,,14.582,,,,,,,,,,,,,,,,,,,,,,bridge,,R555,B,25.3168689989011,89.4900799252747,Bridge,,,
,.,,,16.512,,,,,,,,,,,,,,,,,,,,,,bridge,,R555,A,25.3227668443609,89.5075678992481,Bridge,,,
R555-2,Shaplamill (Int.with Z5558)-Gaibandha (Int.with Z5553),LRP016,1126.0,16.9,LRP016,4183.0,19.957,3.057,21.0,314.0,273.0,425.0,241.0,190.0,190.0,160.0,1381.0,2238.0,2071.0,2302.0,0.0,5433.0,4373.0,9806.0,9806.0,road,"['Z5558', 'Z5553']",R555,,25.3260827,89.5192771,Intersection,Z5558,Z5553,
,.,,,18.983,,,,,,,,,,,,,,,,,,,,,,bridge,,R555,B,25.3285380773766,89.5315617930204,Bridge,,,
R555-3,"Gaibandha (Int.with Z5553)-Gaibandha Zehikhana more(int.with Z5613,Z5555 , Z 5552)",LRP016,4183.0,19.957,LRPE,0.0,21.015,1.058,21.0,314.0,273.0,425.0,241.0,190.0,190.0,160.0,1381.0,2238.0,2071.0,2302.0,0.0,5433.0,4373.0,9806.0,9806.0,road,"['Z5553', 'Z5613', 'Z5555']",R555,,25.3294438,89.540833,Intersection,Z5553,Z5613,Z5555
R556-1,Mithapukur-Madhayapara (Int.with R557),LRPS,0.0,0.0,LRP023,900.0,23.241,23.241,104.0,198.0,173.0,18.0,54.0,59.0,76.0,23.0,332.0,1090.0,1442.0,704.0,1.0,2127.0,2147.0,4274.0,4274.0,road,['R557'],R556,,25.5802771,89.2734993,Intersection,R557,,
