Road,Name,LRP,Offset,Chainage,LRP_2,Offset_2,Chainage_2,(Km),Heavy Truck,Medium Truck,Small Truck,Large Bus,Medium Bus,Micro Bus,Utility,Car,Auto Rickshaw,Motor Cycle,Bi-Cycle,Cycle Rickshaw,Cart,Motorized,Non Motorized,Total AADT,(AADT),type,identified_roads,base_road,condition,lat,lon,Type,Connected_Road1,Connected_Road2,Connected_Road3
,.,,,0.362,,,,,,,,,,,,,,,,,,,,,,bridge,,R556,A,25.5790972696,89.2702011421333,Bridge,,,
,.,,,0.736,,,,,,,,,,,,,,,,,,,,,,bridge,,R556,A,25.5779463030303,89.2667061969697,Bridge,,,
,.,,,0.989,,,,,,,,,,,,,,,,,,,,,,bridge,,R556,A,25.577235788372,89.2643610895348,Bridge,,,
,.,,,2.25,,,,,,,,,,,,,,,,,,,,,,bridge,,R556,A,25.5735730994405,89.2524806208391,Bridge,,,
,.,,,2.784,,,,,,,,,,,,,,,,,,,,,,bridge,,R556,A,25.5720744771428,89.2472068590476,Bridge,,,
,.,,,3.236,,,,,,,,,,,,,,,,,,,,,,bridge,,R556,A,25.5708159132158,89.2430361660792,Bridge,,,
,Akira Bridge,,,3.236,,,,,,,,,,,,,,,,,,,,,,bridge,,R556,A,25.5708159132158,89.2430361660792,Bridge,,,
,.,,,4.57,,,,,,,,,,,,,,,,,,,,,,bridge,,R556,A,25.5699629437125,89.2299367994012,Bridge,,,
,.,,,5.213,,,,,,,,,,,,,,,,,,,,,,bridge,,R556,A,25.5689453222222,89.2236744555555,Bridge,,,
,.,,,5.796,,,,,,,,,,,,,,,,,,,,,,bridge,,R556,A,25.56790555,89.218113875,Bridge,,,
,.,,,6.678,,,,,,,,,,,,,,,,,,,,,,bridge,,R556,A,25.5672178405693,89.2092174957295,Bridge,,,
,.,,,7.288,,,,,,,,,,,,,,,,,,,,,,bridge,,R556,A,25.567942648421,89.2031962231578,Bridge,,,
,.,,,8.353,,,,,,,,,,,,,,,,,,,,,,bridge,,R556,A,25.5686670481132,89.1926312179245,Bridge,,,
,.,,,9.042,,,,,,,,,,,,,,,,,,,,,,bridge,,R556,A,25.5676719025,89.18584478375,Bridge,,,
,.,,,9.495,,,,,,,,,,,,,,,,,,,,,,bridge,,R556,A,25.5672664067307,89.1813500451923,Bridge,,,
,.,,,9.817,,,,,,,,,,,,,,,,,,,,,,bridge,,R556,A,25.5677234016666,89.1781104,Bridge,,,
,.,,,10.637,,,,,,,,,,,,,,,,,,,,,,bridge,,R556,A,25.5695794373333,89.1705665146666,Bridge,,,
,Valua Bridge,,,10.637,,,,,,,,,,,,,,,,,,,,,,bridge,,R556,A,25.5695794373333,89.1705665146666,Bridge,,,
,.,,,10.895,,,,,,,,,,,,,,,,,,,,,,bridge,,R556,A,25.5705034787234,89.1681949680851,Bridge,,,
,.,,,12.34,,,,,,,,,,,,,,,,,,,,,,bridge,,R556,A,25.5726290904347,89.1539734286956,Bridge,,,
,.,,,12.451,,,,,,,,,,,,,,,,,,,,,,bridge,,R556,A,25.5731231416666,89.1528124958333,Bridge,,,
,Kathgauri Bridge,,,12.451,,,,,,,,,,,,,,,,,,,,,,bridge,,R556,A,25.5731231416666,89.1528124958333,Bridge,,,
,.,,,12.787,,,,,,,,,,,,,,,,,,,,,,bridge,,R556,A,25.5745630705882,89.1498264647058,Bridge,,,
,.,,,13.478,,,,,,,,,,,,,,,,,,,,,,bridge,,R556,A,25.5770680931106,89.1434619020877,Bridge,,,
,.,,,14.565,,,,,,,,,,,,,,,,,,,,,,bridge,,R556,A,25.5823070394422,89.1345930921646,Bridge,,,
,Jamuneswari Bridge,,,15.365,,,,,,,,,,,,,,,,,,,,,,bridge,,R556,A,25.5828013290322,89.12764,Bridge,,,
,Jamuneswari Bridge,,,15.365,,,,,,,,,,,,,,,,,,,,,,bridge,,R556,A,25.5828013290322,89.12764,Bridge,,,
,.,,,17.749,,,,,,,,,,,,,,,,,,,,,,bridge,,R556,A,25.5690529503225,89.1095126909677,Bridge,,,
,Ghilnoy Bridge,,,18.498,,,,,,,,,,,,,,,,,,,,,,bridge,,R556,A,25.56668938,89.102768932,Bridge,,,
,.,,,18.901,,,,,,,,,,,,,,,,,,,,,,bridge,,R556,A,25.5648219946902,89.0994202575221,Bridge,,,
,.,,,19.115,,,,,,,,,,,,,,,,,,,,,,bridge,,R556,A,25.5641877589905,89.0974238892744,Bridge,,,
,.,,,21.053,,,,,,,,,,,,,,,,,,,,,,bridge,,R556,A,25.5601927461538,89.07831346,Bridge,,,
,.,,,21.913,,,,,,,,,,,,,,,,,,,,,,bridge,,R556,A,25.5597383510172,89.069334127543,Bridge,,,
,.,,,22.168,,,,,,,,,,,,,,,,,,,,,,bridge,,R556,A,25.5603247172284,89.0676636475655,Bridge,,,
,.,,,22.423,,,,,,,,,,,,,,,,,,,,,,bridge,,R556,A,25.5607367784615,89.0651662030769,Bridge,,,
,.,,,22.564,,,,,,,,,,,,,,,,,,,,,,bridge,,R556,A,25.5607015168,89.0654184168,Bridge,,,
,.,,,22.942,,,,,,,,,,,,,,,,,,,,,,bridge,,R556,A,25.5607435503999,89.0614914504,Bridge,,,
R556-2,Madhayapara (Int.with R557)-Int.with Z5561,LRP023,900.0,23.241,LRP025,690.0,24.771,1.53,104.0,198.0,173.0,18.0,54.0,59.0,76.0,23.0,332.0,1090.0,1442.0,704.0,1.0,2127.0,2147.0,4274.0,4274.0,road,"['R557', 'Z5561']",R556,,25.559392697938144,89.05725410652921,Intersection,R557,Z5561,
,.,,,23.388,,,,,,,,,,,,,,,,,,,,,,bridge,,R556,A,25.5584494249367,89.0560259155696,Bridge,,,
,.,,,24.328,,,,,,,,,,,,,,,,,,,,,,bridge,,R556,A,25.552090514759,89.0510312493975,Bridge,,,
,Madhyapara Bridge,,,24.328,,,,,,,,,,,,,,,,,,,,,,bridge,,R556,A,25.552090514759,89.0510312493975,Bridge,,,
,.,,,24.748,,,,,,,,,,,,,,,,,,,,,,bridge,,R556,A,25.5495003710526,89.0478951035087,Bridge,,,
R556-3,Madhayapara (Int.with Z5561)-Maheshpur (Int.with R558),LRP025,690.0,24.771,LRP033,550.0,32.64,7.869,104.0,198.0,173.0,18.0,54.0,59.0,76.0,23.0,332.0,1090.0,1442.0,704.0,1.0,2127.0,2147.0,4274.0,4274.0,road,"['Z5561', 'R558']",R556,,25.5494163,89.0477774,Intersection,Z5561,R558,
,.,,,25.215,,,,,,,,,,,,,,,,,,,,,,bridge,,R556,A,25.5476636548387,89.0439422967742,Bridge,,,
,.,,,25.757,,,,,,,,,,,,,,,,,,,,,,bridge,,R556,B,25.5453257446153,89.0392906676923,Bridge,,,
,.,,,26.026,,,,,,,,,,,,,,,,,,,,,,bridge,,R556,B,25.5440912058823,89.0368002911764,Bridge,,,
,.,,,26.442,,,,,,,,,,,,,,,,,,,,,,bridge,,R556,A,25.5424549112328,89.0332134849315,Bridge,,,
,.,,,28.12,,,,,,,,,,,,,,,,,,,,,,bridge,,R556,A,25.5355394297142,89.0182889888571,Bridge,,,
,Nolshisha Bridge.,,,28.12,,,,,,,,,,,,,,,,,,,,,,bridge,,R556,A,25.5355394297142,89.0182889888571,Bridge,,,
,.,,,28.518,,,,,,,,,,,,,,,,,,,,,,bridge,,R556,B,25.5334779681355,89.0152317452542,Bridge,,,
,.,,,29.117,,,,,,,,,,,,,,,,,,,,,,bridge,,R556,A,25.5291289870129,89.0113173771428,Bridge,,,
,.,,,29.955,,,,,,,,,,,,,,,,,,,,,,bridge,,R556,B,25.5240317147826,89.0052137573913,Bridge,,,
,.,,,30.369,,,,,,,,,,,,,,,,,,,,,,bridge,,R556,B,25.522635185,89.0016304869444,Bridge,,,
,.,,,31.087,,,,,,,,,,,,,,,,,,,,,,bridge,,R556,B,25.52109932,88.99447464,Bridge,,,
,.,,,32.514,,,,,,,,,,,,,,,,,,,,,,bridge,,R556,A,25.5147624541176,88.9824228788235,Bridge,,,
R556-4,Maheshpur (Int.with R558)-Fulbari (int.with R585),LRP033,550.0,32.64,LRPE,0.0,35.131,2.491,104.0,198.0,173.0,18.0,54.0,59.0,76.0,23.0,332.0,1090.0,1442.0,704.0,1.0,2127.0,2147.0,4274.0,4274.0,road,"['R558', 'R585']",R556,,25.5146389,88.9812493,Intersection,R558,R585,
,.,,,33.065,,,,,,,,,,,,,,,,,,,,,,bridge,,R556,A,25.5120382125,88.978350025,Bridge,,,
,.,,,33.853,,,,,,,,,,,,,,,,,,,,,,bridge,,R556,A,25.5058871222929,88.9740051484076,Bridge,,,
,.,,,34.018,,,,,,,,,,,,,,,,,,,,,,bridge,,R556,A,25.5045991857142,88.9731778857142,Bridge,,,
R557-1,Madhayapara-Badarganj,LRPS,0.0,0.0,LRP013,3.0,12.943,12.943,14.0,110.0,188.0,8.0,3.0,104.0,84.0,84.0,594.0,836.0,831.0,570.0,0.0,2025.0,1401.0,3426.0,3426.0,road,[],R557,,25.5595833,89.0571667,Road,,,
,.,,,0.004,,,,,,,,,,,,,,,,,,,,,,bridge,,R557,A,25.5596852183333,89.057136585,Bridge,,,
,.,,,0.129,,,,,,,,,,,,,,,,,,,,,,bridge,,R557,A,25.5608355830188,89.0569944957547,Bridge,,,
,.,,,0.316,,,,,,,,,,,,,,,,,,,,,,bridge,,R557,A,25.5623792150943,89.0568474537735,Bridge,,,
,.,,,0.525,,,,,,,,,,,,,,,,,,,,,,bridge,,R557,A,25.5641857350961,89.0567057524038,Bridge,,,
,.,,,0.688,,,,,,,,,,,,,,,,,,,,,,bridge,,R557,A,25.5656446772455,89.0565487497006,Bridge,,,
,.,,,1.053,,,,,,,,,,,,,,,,,,,,,,bridge,,R557,A,25.5689048528571,89.0561599485714,Bridge,,,
,.,,,2.365,,,,,,,,,,,,,,,,,,,,,,bridge,,R557,A,25.5777800325581,89.0599518895348,Bridge,,,
,.,,,2.454,,,,,,,,,,,,,,,,,,,,,,bridge,,R557,A,25.5785132199999,89.05993057,Bridge,,,
,.,,,2.62,,,,,,,,,,,,,,,,,,,,,,bridge,,R557,A,25.5799499444444,89.0599089388888,Bridge,,,
,.,,,2.86,,,,,,,,,,,,,,,,,,,,,,bridge,,R557,A,25.581839352,89.059304464,Bridge,,,
,.,,,2.974,,,,,,,,,,,,,,,,,,,,,,bridge,,R557,A,25.5828951688888,89.0591710111111,Bridge,,,
,.,,,3.163,,,,,,,,,,,,,,,,,,,,,,bridge,,R557,A,25.5847886101167,89.0597205105058,Bridge,,,
,.,,,3.262,,,,,,,,,,,,,,,,,,,,,,bridge,,R557,A,25.5856446326848,89.0599880416342,Bridge,,,
,.,,,3.366,,,,,,,,,,,,,,,,,,,,,,bridge,,R557,A,25.5865645448979,89.0601643574344,Bridge,,,
,.,,,3.467,,,,,,,,,,,,,,,,,,,,,,bridge,,R557,A,25.5874642693877,89.0603034017492,Bridge,,,
,.,,,3.532,,,,,,,,,,,,,,,,,,,,,,bridge,,R557,A,25.5880433,89.0603928857143,Bridge,,,
,.,,,3.601,,,,,,,,,,,,,,,,,,,,,,bridge,,R557,A,25.5886579632653,89.0604878763848,Bridge,,,
,.,,,3.687,,,,,,,,,,,,,,,,,,,,,,bridge,,R557,A,25.5893895310344,89.0605460137931,Bridge,,,
,,,,3.687,,,,,,,,,,,,,,,,,,,,,,bridge,,R557,A,25.5893895310344,89.0605460137931,Bridge,,,
,.,,,8.095,,,,,,,,,,,,,,,,,,,,,,bridge,,R557,A,25.6285590890243,89.059645154878,Bridge,,,
,.,,,9.159,,,,,,,,,,,,,,,,,,,,,,bridge,,R557,C,25.637801044,89.059736693,Bridge,,,
,.,,,10.994,,,,,,,,,,,,,,,,,,,,,,bridge,,R557,C,25.6520822554455,89.0530095920792,Bridge,,,
,.,,,11.206,,,,,,,,,,,,,,,,,,,,,,bridge,,R557,A,25.6539188891089,89.0523974158415,Bridge,,,
,.,,,11.961,,,,,,,,,,,,,,,,,,,,,,bridge,,R557,C,25.6604030725423,89.0501902118644,Bridge,,,
R558-1,Maheshpur(int.with R556)- Barapukuria,LRPS,0.0,0.0,LRP005,600.0,5.08,5.08,6.0,206.0,75.0,3.0,18.0,155.0,16.0,61.0,97.0,643.0,502.0,202.0,0.0,1280.0,704.0,1984.0,1984.0,road,['R556'],R558,,25.5146667,88.9812771,Intersection,R556,,
,.,,,0.123,,,,,,,,,,,,,,,,,,,,,,bridge,,R558,A,25.5155208471428,88.9804473771428,Bridge,,,
,.,,,0.343,,,,,,,,,,,,,,,,,,,,,,bridge,,R558,A,25.5166543607142,88.9788106757142,Bridge,,,
,.,,,0.894,,,,,,,,,,,,,,,,,,,,,,bridge,,R558,A,25.5196866095454,88.9745378754545,Bridge,,,
,.,,,1.134,,,,,,,,,,,,,,,,,,,,,,bridge,,R558,A,25.5209967708333,88.9726732191666,Bridge,,,
,.,,,1.254,,,,,,,,,,,,,,,,,,,,,,bridge,,R558,A,25.5216604483333,88.9716882666666,Bridge,,,
,.,,,1.586,,,,,,,,,,,,,,,,,,,,,,bridge,,R558,A,25.5235788813559,88.9688981237288,Bridge,,,
,.,,,1.804,,,,,,,,,,,,,,,,,,,,,,bridge,,R558,A,25.5238491364055,88.966879891705,Bridge,,,
,.,,,1.905,,,,,,,,,,,,,,,,,,,,,,bridge,,R558,A,25.5238219538461,88.9659056230769,Bridge,,,
,.,,,2.065,,,,,,,,,,,,,,,,,,,,,,bridge,,R558,A,25.5238207857142,88.9643432214285,Bridge,,,
,.,,,2.485,,,,,,,,,,,,,,,,,,,,,,bridge,,R558,A,25.5260549,88.9614444,Bridge,,,
,.,,,2.83,,,,,,,,,,,,,,,,,,,,,,bridge,,R558,A,25.52906675,88.9606230042857,Bridge,,,
,.,,,3.089,,,,,,,,,,,,,,,,,,,,,,bridge,,R558,A,25.5313469418867,88.9602916350943,Bridge,,,
,.,,,3.631,,,,,,,,,,,,,,,,,,,,,,bridge,,R558,A,25.5362864041379,88.9598032051724,Bridge,,,
,.,,,3.934,,,,,,,,,,,,,,,,,,,,,,bridge,,R558,B,25.53897834,88.9590333246153,Bridge,,,
,.,,,4.054,,,,,,,,,,,,,,,,,,,,,,bridge,,R558,A,25.5397552330232,88.958377272093,Bridge,,,
,.,,,4.468,,,,,,,,,,,,,,,,,,,,,,bridge,,R558,A,25.5432052009302,88.9571737837209,Bridge,,,
,.,,,4.679,,,,,,,,,,,,,,,,,,,,,,bridge,,R558,A,25.5448841745454,88.95672932,Bridge,,,
,.,,,4.828,,,,,,,,,,,,,,,,,,,,,,bridge,,R558,A,25.5462967306666,88.9563388959999,Bridge,,,
R560-1,Paglapir(Int.with N5) -Monthanarhat(int.with Z5018),LRPS,0.0,0.0,LRP012,50.0,11.69,11.69,78.0,1524.0,931.0,114.0,128.0,324.0,88.0,90.0,1697.0,1965.0,1154.0,1320.0,0.0,6939.0,2474.0,9413.0,9413.0,road,"['N5', 'Z5018']",R560,,25.8112222,89.1470274,Intersection,N5,Z5018,
R560-2,Monthanarhat(int.with Z5018)-Jaldhaka (int.with Z5703),LRP012,50.0,11.69,LRP029,1060.0,29.16,17.47,78.0,1524.0,931.0,114.0,128.0,324.0,88.0,90.0,1697.0,1965.0,1154.0,1320.0,0.0,6939.0,2474.0,9413.0,9413.0,road,"['Z5018', 'Z5703']",R560,,25.89205917826087,89.08494739565216,Intersection,Z5018,Z5703,
R560-3,Jaldhaka (int.with Z5703)-Borokhata more(Int.with N509),LRP029,1060.0,29.16,LRPE,0.0,57.13,27.97,78.0,1524.0,931.0,114.0,128.0,324.0,88.0,90.0,1697.0,1965.0,1154.0,1320.0,0.0,6939.0,2474.0,9413.0,9413.0,road,"['Z5703', 'N509']",R560,,26.0197493,89.0165278,Intersection,Z5703,N509,
R570-1,Sayedpur (WAPDA More)-Darwani(int.with Z5008),LRPS,0.0,0.0,LRP010,650.0,9.735,9.735,10.0,608.0,360.0,97.0,109.0,121.0,162.0,85.0,1182.0,2122.0,3209.0,1318.0,0.0,4856.0,4527.0,9383.0,9383.0,road,['Z5008'],R570,,25.8065278,88.8861386,Intersection,Z5008,,
,.,,,2.854,,,,,,,,,,,,,,,,,,,,,,bridge,,R570,A,25.8266044782505,88.8712632335697,Bridge,,,
,.,,,3.557,,,,,,,,,,,,,,,,,,,,,,bridge,,R570,A,25.8329031186256,88.8719415613019,Bridge,,,
,.,,,6.05,,,,,,,,,,,,,,,,,,,,,,bridge,,R570,C,25.854854610101,88.872097570707,Bridge,,,
,.,,,8.236,,,,,,,,,,,,,,,,,,,,,,bridge,,R570,A,25.8741169691029,88.8692700438538,Bridge,,,
,.,,,9.041,,,,,,,,,,,,,,,,,,,,,,bridge,,R570,A,25.88135173125,88.8683535125,Bridge,,,
R570-2,Darwani(int.with Z5008)-Int.with Z5709,LRP010,650.0,9.735,LRP014,105.0,13.21,3.475,10.0,608.0,360.0,97.0,109.0,121.0,162.0,85.0,1182.0,2122.0,3209.0,1318.0,0.0,4856.0,4527.0,9383.0,9383.0,road,"['Z5008', 'Z5709']",R570,,25.88733457511161,88.86890920133929,Intersection,Z5008,Z5709,
,.,,,10.459,,,,,,,,,,,,,,,,,,,,,,bridge,,R570,A,25.8934506256317,88.8705630469314,Bridge,,,
,.,,,12.289,,,,,,,,,,,,,,,,,,,,,,bridge,,R570,B,25.9099848754545,88.868727890909,Bridge,,,
,.,,,12.928,,,,,,,,,,,,,,,,,,,,,,bridge,,R570,A,25.9150731911111,88.8664522755555,Bridge,,,
,,,,12.928,,,,,,,,,,,,,,,,,,,,,,bridge,,R570,A,25.9150731911111,88.8664522755555,Bridge,,,
R570-3,Int.with Z5709-Nilphamari (GPO More),LRP014,105.0,13.21,LRPE,0.0,15.33,2.12,10.0,608.0,360.0,97.0,109.0,121.0,162.0,85.0,1182.0,2122.0,3209.0,1318.0,0.0,4856.0,4527.0,9383.0,9383.0,road,['Z5709'],R570,,25.9171382,88.86575,Intersection,Z5709,,
,.,,,13.708,,,,,,,,,,,,,,,,,,,,,,bridge,,R570,C,25.9211445827868,88.8635200213114,Bridge,,,
R585-1,Gobindaganj-Kata(Int.with Z5855),LRPS,0.0,0.0,LRP004,1675.0,4.675,4.675,184.0,1683.0,1359.0,159.0,279.0,142.0,42.0,138.0,1424.0,1103.0,608.0,839.0,1.0,6513.0,1448.0,7961.0,7961.0,road,['Z5855'],R585,,25.136333,89.3871941,Intersection,Z5855,,
,,,,0.608,,,,,,,,,,,,,,,,,,,,,,bridge,,R585,A,25.1385037294117,89.3817091598039,Bridge,,,
,.,,,0.608,,,,,,,,,,,,,,,,,,,,,,bridge,,R585,C,25.1385037294117,89.3817091598039,Bridge,,,
,.,,,1.133,,,,,,,,,,,,,,,,,,,,,,bridge,,R585,D,25.1406470730612,89.3766792591836,Bridge,,,
,.,,,1.582,,,,,,,,,,,,,,,,,,,,,,bridge,,R585,A,25.1421203716157,89.3728496790392,Bridge,,,
,,,,1.582,,,,,,,,,,,,,,,,,,,,,,bridge,,R585,D,25.1421203716157,89.3728496790392,Bridge,,,
,.,,,3.02,,,,,,,,,,,,,,,,,,,,,,bridge,,R585,A,25.1469236679245,89.3599224207547,Bridge,,,
,.,,,3.543,,,,,,,,,,,,,,,,,,,,,,bridge,,R585,A,25.1484628877589,89.3550484709981,Bridge,,,
,.,,,4.095,,,,,,,,,,,,,,,,,,,,,,bridge,,R585,A,25.1503321202054,89.3499268027397,Bridge,,,
R585-2,Kata(Int.with Z5855)-Goraghat bazar (Int.with Z5852),LRP004,1675.0,4.675,LRP016,820.0,16.01,11.335,49.0,913.0,180.0,158.0,125.0,95.0,43.0,64.0,398.0,1263.0,1539.0,1394.0,0.0,3288.0,2933.0,6221.0,6221.0,road,"['Z5855', 'Z5852']",R585,,25.1535556,89.3453886,Intersection,Z5855,Z5852,
,.,,,6.83,,,,,,,,,,,,,,,,,,,,,,bridge,,R585,A,25.1688997474226,89.3330704164948,Bridge,,,
,.,,,8.07,,,,,,,,,,,,,,,,,,,,,,bridge,,R585,A,25.177379304,89.32509041,Bridge,,,
,.,,,11.082,,,,,,,,,,,,,,,,,,,,,,bridge,,R585,A,25.1983135511111,89.3084516162963,Bridge,,,
,.,,,12.936,,,,,,,,,,,,,,,,,,,,,,bridge,,R585,A,25.2137376694444,89.2990813629629,Bridge,,,
,.,,,13.098,,,,,,,,,,,,,,,,,,,,,,bridge,,R585,A,25.2149876569444,89.2982791629629,Bridge,,,
R585-3,Goraghat bazar (Int.with Z5852)-Goraghat (Int.with Z5856),LRP016,820.0,16.01,LRP021,159.0,20.129,4.119,49.0,913.0,180.0,158.0,125.0,95.0,43.0,64.0,398.0,1263.0,1539.0,1394.0,0.0,3288.0,2933.0,6221.0,6221.0,road,"['Z5852', 'Z5856']",R585,,25.2368052,89.2832771,Intersection,Z5852,Z5856,
,.,,,16.419,,,,,,,,,,,,,,,,,,,,,,bridge,,R585,A,25.2394344299802,89.2802142461538,Bridge,,,
,.,,,17.209,,,,,,,,,,,,,,,,,,,,,,bridge,,R585,A,25.2452574015094,89.2765128088679,Bridge,,,
,.,,,17.648,,,,,,,,,,,,,,,,,,,,,,bridge,,R585,A,25.2477686885714,89.2737913971428,Bridge,,,
,.,,,17.889,,,,,,,,,,,,,,,,,,,,,,bridge,,R585,A,25.2482741983673,89.2716601210204,Bridge,,,
,.,,,18.952,,,,,,,,,,,,,,,,,,,,,,bridge,,R585,A,25.251668252795,89.262202531677,Bridge,,,
R585-4,Goraghat (Int.with Z5856)-Bhaduria(Int.with Z5851),LRP021,159.0,20.129,LRP035,555.0,34.505,14.376,49.0,913.0,180.0,158.0,125.0,95.0,43.0,64.0,398.0,1263.0,1539.0,1394.0,0.0,3288.0,2933.0,6221.0,6221.0,road,"['Z5856', 'Z5851']",R585,,25.2565278,89.2524167,Intersection,Z5856,Z5851,
,.,,,21.795,,,,,,,,,,,,,,,,,,,,,,bridge,,R585,A,25.2687446785,89.2432240795,Bridge,,,
,.,,,23.211,,,,,,,,,,,,,,,,,,,,,,bridge,,R585,A,25.2796905576354,89.2362825490968,Bridge,,,
,.,,,24.056,,,,,,,,,,,,,,,,,,,,,,bridge,,R585,A,25.2855483030042,89.230839672103,Bridge,,,
,.,,,26.059,,,,,,,,,,,,,,,,,,,,,,bridge,,R585,A,25.2993542343636,89.2189503656363,Bridge,,,
,.,,,26.584,,,,,,,,,,,,,,,,,,,,,,bridge,,R585,A,25.3028820672032,89.2152725237424,Bridge,,,
,.,,,27.583,,,,,,,,,,,,,,,,,,,,,,bridge,,R585,B,25.3089752777777,89.2081960055555,Bridge,,,
,.,,,28.124,,,,,,,,,,,,,,,,,,,,,,bridge,,R585,A,25.312174638,89.2040721867272,Bridge,,,
,.,,,30.44,,,,,,,,,,,,,,,,,,,,,,bridge,,R585,B,25.3210068458823,89.1829648494117,Bridge,,,
,.,,,30.826,,,,,,,,,,,,,,,,,,,,,,bridge,,R585,A,25.3213125938461,89.179348456923,Bridge,,,
,.,,,31.616,,,,,,,,,,,,,,,,,,,,,,bridge,,R585,A,25.3232194631372,89.1720656635294,Bridge,,,
,.,,,32.372,,,,,,,,,,,,,,,,,,,,,,bridge,,R585,A,25.324839448,89.16500782,Bridge,,,
,.,,,32.896,,,,,,,,,,,,,,,,,,,,,,bridge,,R585,A,25.3258454188235,89.1597379494117,Bridge,,,
,.,,,33.472,,,,,,,,,,,,,,,,,,,,,,bridge,,R585,C,25.3271847786206,89.1544147293103,Bridge,,,
,.,,,34.488,,,,,,,,,,,,,,,,,,,,,,bridge,,R585,B,25.3284933454054,89.1443608684684,Bridge,,,
R585-5,Bhaduria(Int.with Z5851)-Bejon(Int.with Z5864),LRP035,555.0,34.505,LRP050,895.0,49.915,15.41,49.0,913.0,180.0,158.0,125.0,95.0,43.0,64.0,398.0,1263.0,1539.0,1394.0,0.0,3288.0,2933.0,6221.0,6221.0,road,"['Z5851', 'Z5864']",R585,,25.3284993,89.1441941,Intersection,Z5851,Z5864,
,.,,,35.363,,,,,,,,,,,,,,,,,,,,,,bridge,,R585,A,25.3281709334851,89.1356189002277,Bridge,,,
,.,,,36.304,,,,,,,,,,,,,,,,,,,,,,bridge,,R585,A,25.3286985753731,89.1262047694029,Bridge,,,
,.,,,36.962,,,,,,,,,,,,,,,,,,,,,,bridge,,R585,A,25.3295648082802,89.1197145267516,Bridge,,,
,.,,,37.993,,,,,,,,,,,,,,,,,,,,,,bridge,,R585,A,25.3302270672316,89.1096731634651,Bridge,,,
,Tulshiganga Bridge,,,37.993,,,,,,,,,,,,,,,,,,,,,,bridge,,R585,C,25.3302270672316,89.1096731634651,Bridge,,,
,.,,,39.437,,,,,,,,,,,,,,,,,,,,,,bridge,,R585,A,25.3306528917721,89.0954484471519,Bridge,,,
,.,,,39.68,,,,,,,,,,,,,,,,,,,,,,bridge,,R585,A,25.3306457658227,89.0930346727848,Bridge,,,
,.,,,40.637,,,,,,,,,,,,,,,,,,,,,,bridge,,R585,A,25.3317596984476,89.0837096631306,Bridge,,,
,.,,,41.857,,,,,,,,,,,,,,,,,,,,,,bridge,,R585,B,25.3336286927272,89.0716753518181,Bridge,,,
,.,,,43.733,,,,,,,,,,,,,,,,,,,,,,bridge,,R585,A,25.3385732575,89.0539825975,Bridge,,,
,.,,,45.064,,,,,,,,,,,,,,,,,,,,,,bridge,,R585,A,25.3426380414261,89.0414893174872,Bridge,,,
,.,,,45.935,,,,,,,,,,,,,,,,,,,,,,bridge,,R585,A,25.3457469272506,89.0332573435523,Bridge,,,
,.,,,46.184,,,,,,,,,,,,,,,,,,,,,,bridge,,R585,A,25.3468560895966,89.0311520006369,Bridge,,,
,.,,,47.362,,,,,,,,,,,,,,,,,,,,,,bridge,,R585,A,25.3523747177142,89.0216619653333,Bridge,,,
,.,,,48.17,,,,,,,,,,,,,,,,,,,,,,bridge,,R585,A,25.35610417,89.01527353,Bridge,,,
,.,,,48.767,,,,,,,,,,,,,,,,,,,,,,bridge,,R585,A,25.3589390551219,89.0102387243902,Bridge,,,
,.,,,49.161,,,,,,,,,,,,,,,,,,,,,,bridge,,R585,A,25.3608289253101,89.0070296032258,Bridge,,,
,.,,,49.544,,,,,,,,,,,,,,,,,,,,,,bridge,,R585,A,25.362704722388,89.0039300985074,Bridge,,,
R585-6,Bejon(Int.with Z5864)-Birampur(Int.with Z5851),LRP050,895.0,49.915,LRP054,442.0,53.542,3.627,198.0,1344.0,580.0,560.0,590.0,354.0,306.0,249.0,553.0,1414.0,721.0,397.0,2.0,6148.0,1120.0,7268.0,7268.0,road,"['Z5864', 'Z5851']",R585,,25.3645278,89.0006667,Intersection,Z5864,Z5851,
,.,,,49.916,,,,,,,,,,,,,,,,,,,,,,bridge,,R585,A,25.3645323454545,89.0006591236363,Bridge,,,
,.,,,50.573,,,,,,,,,,,,,,,,,,,,,,bridge,,R585,A,25.367244307874,88.9948780362204,Bridge,,,
,.,,,51.795,,,,,,,,,,,,,,,,,,,,,,bridge,,R585,A,25.3775714031578,88.9909470589473,Bridge,,,
,.,,,52.059,,,,,,,,,,,,,,,,,,,,,,bridge,,R585,B,25.3800956322105,88.9903295212631,Bridge,,,
,.,,,52.343,,,,,,,,,,,,,,,,,,,,,,bridge,,R585,A,25.3830754382222,88.9889623008888,Bridge,,,
,.,,,53.12,,,,,,,,,,,,,,,,,,,,,,bridge,,R585,A,25.3876272162037,88.9884270291666,Bridge,,,
R585-7,Birampur(Int.with Z5851)-Fulbari Trimohoni(Int.with R556),LRP054,442.0,53.542,LRP066,1200.0,66.22,12.678,198.0,1344.0,580.0,560.0,590.0,354.0,306.0,249.0,553.0,1414.0,721.0,397.0,2.0,6148.0,1120.0,7268.0,7268.0,road,"['Z5851', 'R556']",R585,,25.3906663,88.9912219,Intersection,Z5851,R556,
